#Host
OALVG00000000005.1	K10660
OALVG00000015518.1	K03035
OALVG00000015519.1	K02537
OALVG00000015520.1	K23331
OALVG00000015521.1	K23331
OALVG00000015522.1	K02157
OALVG00000015523.1	K16767
OALVG00000015530.1	K25204
OALVG00000015531.1	K03950
OALVG00000015532.1	K11137
OALVG00000015536.4	K06094
OALVG00000015538.1	K22420
OALVG00000015540.1	K22420
OALVG00000015541.1	K17497
OALVG00000015542.1	K17926
OALVG00000015543.1	K14852
OALVG00000015556.1	K22754
OALVG00000015557.1	K22754
OALVG00000015559.1	K06999
OALVG00000015560.1	K23506
OALVG00000015561.1	K00471
OALVG00000015567.1	K14766
OALVG00000015569.1	K06210
OALVG00000015570.1	K16618
OALVG00000015576.1	K16732
OALVG00000015579.1	K16732
OALVG00000015579.1	K19041
OALVG00000015587.1	K23841
OALVG00000015589.1	K18710
OALVG00000015607.1	K03254
OALVG00000015609.1	K11321
OALVG00000015610.1	K20011
OALVG00000015610.1	K03386
OALVG00000015618.1	K19870
OALVG00000015621.1	K24091
OALVG00000015623.1	K21841
OALVG00000015624.1	K19760
OALVG00000015633.1	K10319
OALVG00000015675.1	K07042
OALVG00000015688.1	K05030
OALVG00000015690.1	K05030
OALVG00000015691.1	K05030
OALVG00000015692.1	K15261
OALVG00000015694.1	K15261
OALVG00000015698.1	K05955
OALVG00000015707.1	K15261
OALVG00000015709.1	K24938
OALVG00000015711.1	K23796
OALVG00000015712.1	K24635
OALVG00000015714.1	K22380
OALVG00000015715.1	K21246
OALVG00000015716.1	K25177
OALVG00000015717.1	K15699
OALVG00000015718.1	K23720
OALVG00000015719.1	K20821
OALVG00000015720.1	K01477
OALVG00000015724.1	K14454
OALVG00000015726.1	K10992
OALVG00000015727.1	K03648
OALVG00000015731.1	K08957
OALVG00000015732.1	K16545
OALVG00000015734.1	K08852
OALVG00000015735.1	K06639
OALVG00000015737.1	K20193
OALVG00000015756.1	K18592
OALVG00000015760.1	K18592
OALVG00000015761.1	K18592
OALVG00000015763.1	K17680
OALVG00000015766.1	K11214
OALVG00000015768.1	K18419
OALVG00000015770.1	K22182
OALVG00000015772.2	K20456
OALVG00000015772.2	K06691
OALVG00000015779.1	K10842
OALVG00000015780.1	K15429
OALVG00000015783.1	K05765
OALVG00000015784.1	K22072
OALVG00000015787.1	K18826
OALVG00000015795.3	K03233
OALVG00000015795.3	K00799
OALVG00000015796.1	K06268
OALVG00000015797.1	K00688
OALVG00000015798.1	K14832
OALVG00000015799.1	K21752
OALVG00000015805.1	K16914
OALVG00000015807.1	K20057
OALVG00000015808.1	K17889
OALVG00000015809.1	K19757
OALVG00000015810.1	K02963
OALVG00000015811.1	K18179
OALVG00000015812.1	K17601
OALVG00000015813.1	K05765
OALVG00000015815.1	K05765
OALVG00000015819.1	K20247
OALVG00000015820.1	K20247
OALVG00000015821.1	K11544
OALVG00000015822.1	K09658
OALVG00000015823.1	K09122
OALVG00000015826.1	K25396
OALVG00000015829.1	K11804
OALVG00000015830.1	K23313
OALVG00000015837.1	K22017
OALVG00000015839.1	K09185
OALVG00000015855.1	K10991
OALVG00000015856.1	K23733
OALVG00000015858.1	K01873
OALVG00000015859.1	K03144
OALVG00000015860.1	K06972
OALVG00000015862.1	K02838
OALVG00000015863.1	K15407
OALVG00000015864.1	K15448
OALVG00000015865.1	K13509
OALVG00000015865.1	K00655
OALVG00000015866.1	K00641
OALVG00000015867.1	K02324
OALVG00000015868.1	K17421
OALVG00000015869.1	K14443
OALVG00000015871.1	K24254
OALVG00000015872.1	K14539
OALVG00000015874.1	K14560
OALVG00000015885.1	K01992
OALVG00000015898.1	K24956
OALVG00000015900.1	K00234
OALVG00000015900.1	K00239
OALVG00000015901.1	K00850
OALVG00000015902.1	K02885
OALVG00000015903.1	K11593
OALVG00000015933.1	K21548
OALVG00000015934.1	K10585
OALVG00000015935.1	K00006
OALVG00000015936.1	K21347
OALVG00000015937.1	K00020
OALVG00000015939.1	K22017
OALVG00000015942.1	K09191
OALVG00000015946.1	K07407
OALVG00000015951.1	K01992
OALVG00000015952.1	K24350
OALVG00000015958.1	K22366
OALVG00000015960.1	K20222
OALVG00000015963.1	K24273
OALVG00000015971.1	K24273
OALVG00000015975.1	K24273
OALVG00000015986.1	K10312
OALVG00000015988.1	K10590
OALVG00000016004.1	K09191
OALVG00000016031.1	K18743
OALVG00000016034.1	K24576
OALVG00000016035.1	K08796
OALVG00000016036.1	K21773
OALVG00000016038.1	K08504
OALVG00000016065.1	K01992
OALVG00000016067.1	K11140
OALVG00000016067.1	K11141
OALVG00000016068.1	K11140
OALVG00000016102.1	K20276
OALVG00000016108.1	K01992
OALVG00000016111.1	K25877
OALVG00000016112.1	K25877
OALVG00000016113.1	K25877
OALVG00000016114.1	K25877
OALVG00000016115.1	K19219
OALVG00000016116.1	K25877
OALVG00000016117.1	K25877
OALVG00000016119.1	K21988
OALVG00000016121.1	K21988
OALVG00000016128.1	K23800
OALVG00000016129.1	K12831
OALVG00000016130.1	K17700
OALVG00000016133.2	K15622
OALVG00000016134.1	K14455
OALVG00000016137.1	K19530
OALVG00000016144.1	K11883
OALVG00000016146.1	K10185
OALVG00000016155.1	K10185
OALVG00000016157.1	K05929
OALVG00000016158.1	K05929
OALVG00000016159.1	K05929
OALVG00000016160.1	K20294
OALVG00000016161.1	K11997
OALVG00000016162.1	K11796
OALVG00000016163.1	K10636
OALVG00000016164.1	K10734
OALVG00000016165.1	K10416
OALVG00000016168.1	K05929
OALVG00000016171.1	K03783
OALVG00000016171.1	K23800
OALVG00000016174.1	K03783
OALVG00000016178.1	K23540
OALVG00000016179.1	K23800
OALVG00000016180.1	K23800
OALVG00000016181.1	K23282
OALVG00000016187.1	K03783
OALVG00000016189.1	K03943
OALVG00000016189.1	K00334
OALVG00000016190.1	K00364
OALVG00000016191.1	K22128
OALVG00000016191.1	K01992
OALVG00000016195.1	K01992
OALVG00000016199.1	K09890
OALVG00000016222.1	K16794
OALVG00000016223.1	K11393
OALVG00000016224.1	K02266
OALVG00000016225.1	K02266
OALVG00000016228.1	K16526
OALVG00000016229.1	K06641
OALVG00000016231.1	K02358
OALVG00000016233.1	K17425
OALVG00000016234.1	K05756
OALVG00000016235.1	K10147
OALVG00000016237.1	K23028
OALVG00000016240.1	K18592
OALVG00000016251.1	K11661
OALVG00000016252.1	K14771
OALVG00000016253.1	K25806
OALVG00000016255.1	K20182
OALVG00000016256.1	K21847
OALVG00000016258.1	K09115
OALVG00000016261.1	K24135
OALVG00000016265.1	K03595
OALVG00000016267.1	K03008
OALVG00000016268.1	K17973
OALVG00000016274.1	K03327
OALVG00000016277.1	K01362
OALVG00000016301.1	K21441
OALVG00000016302.1	K01689
OALVG00000016310.1	K08852
OALVG00000016317.1	K09228
OALVG00000016317.1	K09191
OALVG00000016318.1	K09228
OALVG00000016318.1	K09191
OALVG00000016320.1	K09228
OALVG00000016320.1	K09191
OALVG00000016321.1	K09228
OALVG00000016321.1	K09191
OALVG00000016322.1	K09228
OALVG00000016322.1	K09191
OALVG00000016323.1	K09228
OALVG00000016323.1	K09191
OALVG00000016324.1	K09228
OALVG00000016324.1	K09191
OALVG00000016325.1	K09228
OALVG00000016325.1	K09191
OALVG00000016326.1	K09228
OALVG00000016326.1	K09191
OALVG00000016331.1	K06669
OALVG00000016332.2	K25624
OALVG00000016333.1	K13116
OALVG00000016340.1	K12301
OALVG00000016340.1	K08193
OALVG00000016341.1	K01992
OALVG00000016343.1	K17582
OALVG00000016348.1	K07915
OALVG00000016368.1	K08852
OALVG00000016396.1	K00019
OALVG00000016431.1	K11447
OALVG00000016442.1	K25625
OALVG00000016447.1	K10860
OALVG00000016448.1	K20819
OALVG00000016450.1	K02367
OALVG00000016451.1	K13806
OALVG00000016455.1	K09500
OALVG00000016458.1	K18668
OALVG00000016459.2	K16912
OALVG00000016461.1	K11462
OALVG00000016464.1	K24054
OALVG00000016465.1	K05088
OALVG00000016465.1	K06639
OALVG00000016478.1	K00380
OALVG00000016479.1	K25547
OALVG00000016480.1	K10870
OALVG00000016482.1	K10608
OALVG00000016534.1	K00798
OALVG00000016535.1	K14387
OALVG00000016535.1	K01992
OALVG00000016536.1	K14387
OALVG00000016536.1	K01992
OALVG00000016560.1	K00248
OALVG00000016560.1	K00249
OALVG00000016568.1	K10608
OALVG00000016571.1	K10870
OALVG00000016572.1	K25547
OALVG00000016573.1	K00380
OALVG00000016591.1	K00306
OALVG00000016591.1	K14292
OALVG00000016592.1	K17815
OALVG00000016594.1	K16756
OALVG00000016595.1	K16308
OALVG00000016654.1	K09676
OALVG00000016659.1	K00411
OALVG00000016660.1	K07126
OALVG00000016661.1	K13106
OALVG00000016662.1	K08341
OALVG00000016667.1	K09866
OALVG00000016668.1	K13868
OALVG00000016672.1	K18592
OALVG00000016674.1	K00718
OALVG00000016693.1	K17968
OALVG00000016696.1	K03143
OALVG00000016697.1	K05357
OALVG00000016698.1	K03239
OALVG00000016701.1	K01672
OALVG00000016703.1	K18246
OALVG00000016703.1	K01672
OALVG00000016703.1	K01674
OALVG00000016704.1	K01672
OALVG00000016705.1	K01672
OALVG00000016713.1	K08202
OALVG00000016723.1	K23844
OALVG00000016731.1	K08439
OALVG00000016731.1	K01992
OALVG00000016732.1	K01992
OALVG00000016736.1	K08439
OALVG00000016736.1	K01992
OALVG00000016737.1	K01992
OALVG00000016739.1	K15074
OALVG00000016741.1	K18592
OALVG00000016742.1	K15074
OALVG00000016743.1	K16473
OALVG00000016744.1	K12185
OALVG00000016752.1	K02435
OALVG00000016754.1	K06704
OALVG00000016758.1	K12890
OALVG00000016759.1	K10418
OALVG00000016760.1	K06127
OALVG00000016780.1	K07127
OALVG00000016787.1	K01992
OALVG00000016791.1	K00784
OALVG00000016796.1	K14411
OALVG00000016798.1	K25947
OALVG00000016855.1	K21449
OALVG00000016857.1	K04565
OALVG00000016858.1	K15528
OALVG00000016865.1	K03138
OALVG00000016866.1	K10291
OALVG00000016867.1	K02922
OALVG00000016868.1	K07198
OALVG00000016869.1	K24825
OALVG00000016870.1	K24469
OALVG00000016870.1	K20276
OALVG00000016871.1	K24469
OALVG00000016875.1	K18160
OALVG00000016906.1	K10696
OALVG00000016911.1	K12353
OALVG00000016912.1	K22611
OALVG00000016915.1	K00026
OALVG00000016916.1	K00026
OALVG00000016917.1	K24015
OALVG00000016922.1	K01441
OALVG00000016934.1	K07342
OALVG00000016955.1	K24205
OALVG00000016955.1	K01992
OALVG00000016956.1	K24205
OALVG00000016956.1	K01992
OALVG00000016957.1	K14789
OALVG00000016964.1	K15170
OALVG00000016965.1	K24205
OALVG00000016968.1	K12871
OALVG00000016969.1	K18966
OALVG00000016969.1	K01580
OALVG00000016970.1	K23219
OALVG00000016971.1	K07407
OALVG00000016974.1	K22017
OALVG00000016980.1	K10434
OALVG00000017012.1	K09183
OALVG00000017019.1	K08202
OALVG00000017020.1	K21449
OALVG00000017027.1	K04797
OALVG00000017031.1	K04599
OALVG00000017032.1	K04599
OALVG00000017033.1	K04599
OALVG00000017034.1	K04599
OALVG00000017042.1	K11649
OALVG00000017043.2	K20472
OALVG00000017045.1	K16578
OALVG00000017046.1	K03258
OALVG00000017047.1	K19400
OALVG00000017055.1	K04393
OALVG00000017072.1	K14442
OALVG00000017072.1	K21843
OALVG00000017073.2	K06255
OALVG00000017075.1	K09567
OALVG00000017075.1	K03768
OALVG00000017087.1	K14027
OALVG00000017088.1	K08811
OALVG00000017089.1	K10400
OALVG00000017090.1	K23569
OALVG00000017104.1	K13539
OALVG00000017130.1	K17542
OALVG00000017132.1	K00876
OALVG00000017137.1	K16524
OALVG00000017144.1	K23733
OALVG00000017146.1	K14721
OALVG00000017147.1	K23001
OALVG00000017148.1	K25874
OALVG00000017159.1	K17286
OALVG00000017164.1	K17286
OALVG00000017166.1	K00710
OALVG00000017167.1	K00710
OALVG00000017168.1	K00710
OALVG00000017169.1	K00710
OALVG00000017180.1	K14445
OALVG00000017188.1	K05656
OALVG00000017188.1	K01992
OALVG00000017189.1	K10766
OALVG00000017201.1	K24733
OALVG00000017203.1	K08707
OALVG00000017204.1	K10640
OALVG00000017213.1	K04163
OALVG00000017213.1	K04153
OALVG00000017228.1	K01992
OALVG00000017255.1	K08793
OALVG00000017262.1	K22651
OALVG00000017264.1	K16719
OALVG00000017278.1	K22815
OALVG00000017279.1	K01992
OALVG00000017281.1	K01992
OALVG00000017285.1	K23789
OALVG00000017285.1	K01992
OALVG00000017286.1	K07390
OALVG00000017287.1	K15340
OALVG00000017289.1	K21554
OALVG00000017294.1	K06639
OALVG00000017295.1	K06639
OALVG00000017297.1	K11802
OALVG00000017298.1	K02153
OALVG00000017299.1	K18123
OALVG00000017300.1	K01807
OALVG00000017301.1	K20989
OALVG00000017301.1	K01992
OALVG00000017307.1	K18201
OALVG00000017308.1	K20193
OALVG00000017311.1	K11487
OALVG00000017323.2	K01992
OALVG00000017326.1	K09206
OALVG00000017331.1	K10085
OALVG00000017349.1	K01992
OALVG00000017352.1	K01992
OALVG00000017377.1	K12848
OALVG00000017381.1	K14388
OALVG00000017381.1	K03307
OALVG00000017383.1	K16498
OALVG00000017384.1	K16498
OALVG00000017385.1	K16498
OALVG00000017388.1	K16537
OALVG00000017389.1	K20301
OALVG00000017392.1	K24937
OALVG00000017394.1	K24937
OALVG00000017395.1	K11316
OALVG00000017396.1	K09428
OALVG00000017399.1	K14856
OALVG00000017400.1	K25228
OALVG00000017401.1	K12572
OALVG00000017402.1	K07197
OALVG00000017403.1	K14381
OALVG00000017414.1	K04437
OALVG00000017420.1	K13539
OALVG00000017423.1	K01992
OALVG00000017424.1	K22792
OALVG00000017434.1	K01874
OALVG00000017436.1	K16913
OALVG00000017440.1	K11997
OALVG00000017441.1	K10609
OALVG00000017442.1	K02935
OALVG00000017447.1	K05719
OALVG00000017448.1	K24734
OALVG00000017449.1	K24734
OALVG00000017450.1	K24734
OALVG00000017451.1	K23907
OALVG00000017462.1	K23553
OALVG00000017463.1	K23553
OALVG00000017465.1	K08202
OALVG00000017501.1	K05853
OALVG00000017502.1	K02331
OALVG00000017503.2	K24086
OALVG00000017504.1	K15362
OALVG00000017512.1	K10956
OALVG00000017514.1	K17267
OALVG00000017516.1	K13719
OALVG00000017520.1	K13190
OALVG00000017521.1	K10627
OALVG00000017522.1	K17795
OALVG00000017523.1	K01875
OALVG00000017526.1	K14004
OALVG00000017531.1	K15199
OALVG00000017535.1	K03949
OALVG00000017537.2	K19941
OALVG00000017542.1	K04987
OALVG00000017558.1	K18437
OALVG00000017560.1	K00555
OALVG00000017565.1	K09191
OALVG00000017566.1	K10393
OALVG00000017567.1	K01518
OALVG00000017568.1	K11860
OALVG00000017572.1	K14559
OALVG00000017588.1	K01676
OALVG00000017589.1	K03650
OALVG00000017593.1	K14322
OALVG00000017594.2	K13165
OALVG00000017595.1	K16365
OALVG00000017623.1	K19192
OALVG00000017633.1	K02602
OALVG00000017634.1	K24734
OALVG00000017635.1	K01106
OALVG00000017638.1	K01191
OALVG00000017639.1	K18405
OALVG00000017644.1	K12306
OALVG00000017644.1	K01992
OALVG00000017645.1	K12854
OALVG00000017649.1	K15261
OALVG00000017652.1	K01992
OALVG00000017653.1	K15261
OALVG00000017655.1	K15261
OALVG00000017658.1	K15261
OALVG00000017659.1	K15261
OALVG00000017664.1	K15708
OALVG00000017666.1	K15708
OALVG00000017667.1	K15708
OALVG00000017669.1	K10779
OALVG00000017670.1	K16580
OALVG00000017671.1	K07407
OALVG00000017672.1	K07407
OALVG00000017686.1	K00963
OALVG00000017689.1	K01992
OALVG00000017697.1	K17600
OALVG00000017700.1	K07865
OALVG00000017703.1	K06889
OALVG00000017704.1	K10732
OALVG00000017715.2	K06057
OALVG00000017733.1	K03454
OALVG00000017737.1	K10425
OALVG00000017740.2	K01441
OALVG00000017746.1	K02332
OALVG00000017747.1	K04523
OALVG00000017748.1	K14549
OALVG00000017750.1	K25856
OALVG00000017780.1	K22017
OALVG00000017782.1	K05030
OALVG00000017787.1	K12311
OALVG00000017788.1	K09083
OALVG00000017791.1	K04280
OALVG00000017791.1	K01992
OALVG00000017792.1	K04280
OALVG00000017792.1	K01992
OALVG00000017804.1	K17256
OALVG00000017805.1	K15258
OALVG00000017806.1	K10477
OALVG00000017807.1	K02264
OALVG00000017808.1	K15104
OALVG00000017811.1	K14709
OALVG00000017819.1	K01446
OALVG00000017820.1	K01446
OALVG00000017825.1	K06639
OALVG00000017826.1	K06639
OALVG00000017844.1	K13539
OALVG00000017845.1	K17890
OALVG00000017850.1	K03257
OALVG00000017853.1	K22987
OALVG00000017865.1	K00873
OALVG00000017867.1	K24436
OALVG00000017889.1	K24436
OALVG00000017890.1	K24436
OALVG00000017893.1	K00699
OALVG00000017895.1	K08844
OALVG00000017901.1	K00699
OALVG00000017902.1	K09366
OALVG00000017905.3	K08054
OALVG00000017909.1	K04565
OALVG00000017910.1	K12194
OALVG00000017911.1	K12194
OALVG00000017912.1	K12194
OALVG00000017916.1	K08844
OALVG00000017918.1	K01530
OALVG00000017936.1	K09668
OALVG00000017945.1	K11273
OALVG00000017948.1	K12345
OALVG00000017959.1	K01992
OALVG00000017963.1	K12667
OALVG00000017965.1	K08872
OALVG00000017965.1	K07178
OALVG00000017966.1	K24630
OALVG00000017978.1	K09219
OALVG00000018002.1	K07305
OALVG00000018004.1	K17435
OALVG00000018006.1	K06943
OALVG00000018007.1	K18190
OALVG00000018012.1	K01992
OALVG00000018018.1	K01992
OALVG00000018019.1	K01992
OALVG00000018028.3	K10088
OALVG00000018035.1	K01992
OALVG00000018385.1	K17561
OALVG00000018387.1	K17561
OALVG00000018390.1	K01183
OALVG00000018515.1	K01992
OALVG00000018520.1	K01992
OALVG00000018522.1	K01992
OALVG00000018523.1	K01992
OALVG00000018524.1	K01992
OALVG00000018526.1	K01992
OALVG00000018527.1	K01992
OALVG00000018528.1	K01992
OALVG00000018531.1	K01992
OALVG00000018532.1	K01992
OALVG00000018544.1	K20193
OALVG00000018545.1	K20520
OALVG00000018546.1	K07868
OALVG00000018547.1	K23555
OALVG00000018557.1	K11124
OALVG00000018567.1	K11088
OALVG00000018568.1	K18728
OALVG00000018569.1	K06944
OALVG00000018573.1	K21437
OALVG00000018575.1	K11666
OALVG00000018576.1	K10356
OALVG00000018581.1	K24550
OALVG00000018582.1	K08852
OALVG00000018585.1	K20308
OALVG00000018586.1	K17402
OALVG00000018587.1	K22387
OALVG00000018589.1	K01992
OALVG00000018598.1	K09995
OALVG00000018601.1	K01931
OALVG00000018607.1	K07944
OALVG00000018608.1	K23501
OALVG00000018609.1	K19985
OALVG00000018611.1	K11488
OALVG00000018612.1	K07755
OALVG00000018613.1	K07755
OALVG00000018637.1	K01992
OALVG00000018641.1	K12311
OALVG00000018644.1	K09083
OALVG00000018648.1	K10426
OALVG00000018659.1	K10394
OALVG00000018660.2	K03125
OALVG00000018662.1	K21440
OALVG00000018662.1	K06867
OALVG00000018663.1	K11854
OALVG00000018664.1	K11275
OALVG00000018665.1	K11275
OALVG00000018666.1	K11275
OALVG00000018667.1	K11275
OALVG00000018668.1	K11275
OALVG00000018669.1	K11275
OALVG00000018670.1	K11275
OALVG00000018671.1	K11275
OALVG00000018672.1	K11275
OALVG00000018673.1	K11275
OALVG00000018674.1	K11275
OALVG00000018675.1	K11275
OALVG00000018677.1	K11275
OALVG00000018679.1	K11275
OALVG00000018680.1	K11275
OALVG00000018681.1	K11275
OALVG00000018682.1	K11275
OALVG00000018685.1	K14445
OALVG00000018686.1	K14445
OALVG00000018687.1	K14445
OALVG00000018688.1	K14445
OALVG00000018689.1	K14445
OALVG00000018689.1	K10426
OALVG00000018692.1	K18162
OALVG00000018693.2	K10871
OALVG00000018704.1	K14016
OALVG00000018705.1	K06628
OALVG00000018710.1	K08470
OALVG00000018711.1	K12856
OALVG00000018712.1	K01011
OALVG00000018714.1	K24646
OALVG00000018714.1	K09191
OALVG00000018739.1	K01992
OALVG00000018740.1	K13127
OALVG00000018741.1	K22078
OALVG00000018759.1	K10426
OALVG00000018779.1	K22078
OALVG00000018781.1	K00710
OALVG00000018782.1	K00710
OALVG00000018785.1	K08804
OALVG00000018786.1	K13163
OALVG00000018787.1	K14863
OALVG00000018793.1	K00149
OALVG00000018794.1	K14358
OALVG00000018795.1	K14358
OALVG00000018797.1	K00698
OALVG00000018797.1	K01992
OALVG00000018806.1	K15261
OALVG00000018809.1	K13295
OALVG00000018813.1	K13278
OALVG00000018813.1	K01424
OALVG00000018813.1	K06867
OALVG00000018818.1	K00654
OALVG00000018822.1	K20723
OALVG00000018828.1	K15128
OALVG00000018829.1	K10746
OALVG00000018830.1	K22942
OALVG00000018831.1	K20281
OALVG00000018833.1	K14163
OALVG00000018833.1	K01881
OALVG00000018840.1	K09385
OALVG00000018851.1	K06639
OALVG00000018852.1	K06639
OALVG00000018873.1	K14445
OALVG00000018890.1	K06867
OALVG00000018892.1	K08803
OALVG00000018896.1	K09574
OALVG00000018897.1	K13155
OALVG00000018920.1	K01301
OALVG00000018921.1	K01301
OALVG00000018922.1	K11096
OALVG00000018924.1	K11853
OALVG00000018940.1	K01992
OALVG00000018950.1	K01992
OALVG00000018953.1	K01992
OALVG00000018965.1	K23573
OALVG00000018971.1	K23573
OALVG00000018975.1	K23573
OALVG00000019062.1	K17800
OALVG00000019068.1	K24874
OALVG00000019069.2	K20526
OALVG00000019070.1	K01992
OALVG00000019072.1	K06693
OALVG00000019073.1	K03424
OALVG00000019126.1	K04439
OALVG00000019133.1	K09331
OALVG00000019147.1	K11131
OALVG00000019150.1	K00718
OALVG00000019153.1	K00718
OALVG00000019155.1	K17968
OALVG00000019158.1	K03143
OALVG00000019159.1	K05357
OALVG00000019160.1	K03239
OALVG00000019168.1	K09223
OALVG00000019168.1	K09191
OALVG00000019169.1	K00318
OALVG00000019171.1	K00318
OALVG00000019180.1	K07192
OALVG00000019181.1	K03691
OALVG00000019183.1	K14806
OALVG00000019184.1	K00555
OALVG00000019185.1	K14311
OALVG00000019186.1	K02513
OALVG00000019200.1	K09075
OALVG00000019207.2	K16608
OALVG00000019208.1	K11848
OALVG00000019214.1	K25877
OALVG00000019217.1	K00710
OALVG00000019222.1	K01992
OALVG00000019300.1	K18460
OALVG00000019302.1	K20777
OALVG00000019303.1	K17405
OALVG00000019304.1	K23404
OALVG00000019305.1	K25471
OALVG00000019308.1	K09103
OALVG00000019356.2	K17941
OALVG00000019358.1	K07369
OALVG00000019371.1	K22017
OALVG00000019407.1	K14787
OALVG00000019418.1	K00445
OALVG00000019420.1	K03209
OALVG00000019421.1	K01064
OALVG00000019423.1	K22017
OALVG00000019425.1	K04564
OALVG00000019426.1	K03939
OALVG00000019428.1	K01992
OALVG00000019442.1	K14638
OALVG00000019443.1	K17599
OALVG00000019444.1	K09272
OALVG00000019459.1	K25877
OALVG00000019464.1	K00753
OALVG00000019465.1	K00753
OALVG00000019466.1	K00753
OALVG00000019471.1	K02832
OALVG00000019475.1	K09321
OALVG00000019478.1	K01136
OALVG00000019480.1	K01783
OALVG00000019481.1	K15105
OALVG00000019483.1	K22375
OALVG00000019489.1	K24750
OALVG00000019490.1	K09301
OALVG00000019504.1	K01362
OALVG00000019505.1	K08202
OALVG00000019521.1	K12827
OALVG00000019522.1	K10105
OALVG00000019523.1	K15043
OALVG00000019578.1	K23868
OALVG00000019584.1	K12654
OALVG00000019585.1	K01183
OALVG00000019592.1	K10980
OALVG00000019602.1	K23168
OALVG00000019603.1	K23168
OALVG00000019604.1	K23168
OALVG00000019605.1	K23168
OALVG00000019606.1	K14829
OALVG00000019632.1	K17778
OALVG00000019634.1	K07304
OALVG00000019643.1	K01183
OALVG00000019647.1	K20526
OALVG00000019666.2	K20704
OALVG00000019667.1	K22866
OALVG00000019685.1	K01992
OALVG00000019694.1	K22188
