#Host
OFRAG00000000002.1	K07834
OFRAG00000008755.1	K01881
OFRAG00000008758.1	K23354
OFRAG00000008762.1	K14569
OFRAG00000008763.1	K12847
OFRAG00000008767.1	K14555
OFRAG00000008770.1	K21890
OFRAG00000008775.1	K02863
OFRAG00000008778.1	K12603
OFRAG00000008783.3	K13044
OFRAG00000008783.3	K03102
OFRAG00000008785.1	K13806
OFRAG00000008788.1	K09339
OFRAG00000008791.1	K24932
OFRAG00000008792.1	K09191
OFRAG00000008793.1	K02355
OFRAG00000008794.1	K01158
OFRAG00000008799.1	K10143
OFRAG00000008800.1	K02966
OFRAG00000008801.2	K12394
OFRAG00000008802.1	K14849
OFRAG00000008811.1	K17768
OFRAG00000008812.1	K03122
OFRAG00000008814.1	K01992
OFRAG00000008815.1	K01992
OFRAG00000008821.1	K18164
OFRAG00000008830.1	K05863
OFRAG00000008831.1	K14607
OFRAG00000008832.2	K20042
OFRAG00000008834.1	K08283
OFRAG00000008835.1	K25186
OFRAG00000008836.1	K14611
OFRAG00000008842.1	K00287
OFRAG00000008843.1	K13144
OFRAG00000008844.1	K21456
OFRAG00000008854.1	K10844
OFRAG00000008857.1	K01992
OFRAG00000008862.1	K16768
OFRAG00000008864.1	K00485
OFRAG00000008866.1	K04378
OFRAG00000008868.1	K01482
OFRAG00000008869.1	K01482
OFRAG00000008870.1	K20298
OFRAG00000008871.1	K20298
OFRAG00000008873.1	K20689
OFRAG00000008875.1	K14294
OFRAG00000008879.1	K01712
OFRAG00000008886.1	K20308
OFRAG00000008886.1	K09594
OFRAG00000008892.1	K00923
OFRAG00000008894.1	K11252
OFRAG00000008895.1	K11252
OFRAG00000008896.1	K11252
OFRAG00000008898.1	K13355
OFRAG00000008899.1	K14776
OFRAG00000008902.1	K02136
OFRAG00000008903.1	K17732
OFRAG00000008906.1	K21198
OFRAG00000008914.1	K10758
OFRAG00000008915.1	K01992
OFRAG00000008921.2	K04532
OFRAG00000008927.1	K01711
OFRAG00000008928.1	K04682
OFRAG00000008933.1	K12831
OFRAG00000008935.1	K16575
OFRAG00000008945.1	K20276
OFRAG00000008956.1	K07377
OFRAG00000008957.1	K08960
OFRAG00000008961.1	K07928
OFRAG00000008970.1	K00274
OFRAG00000008971.1	K24864
OFRAG00000008972.1	K10583
OFRAG00000008974.1	K22858
OFRAG00000008977.1	K25731
OFRAG00000008978.2	K17783
OFRAG00000008979.1	K19672
OFRAG00000008980.1	K04678
OFRAG00000008983.2	K24185
OFRAG00000008984.1	K12778
OFRAG00000008985.1	K25457
OFRAG00000008989.1	K10735
OFRAG00000008990.1	K23970
OFRAG00000008994.1	K15322
OFRAG00000008997.1	K09113
OFRAG00000009001.1	K03239
OFRAG00000009002.1	K24733
OFRAG00000009010.1	K17599
OFRAG00000009031.1	K14829
OFRAG00000009033.1	K03283
OFRAG00000009033.1	K21031
OFRAG00000009034.1	K12350
OFRAG00000009037.1	K03033
OFRAG00000009038.1	K03283
OFRAG00000009039.1	K06133
OFRAG00000009040.1	K15734
OFRAG00000009042.1	K24124
OFRAG00000009071.1	K05019
OFRAG00000009080.1	K07297
OFRAG00000009082.1	K04515
OFRAG00000009084.1	K24226
OFRAG00000009093.1	K08493
OFRAG00000009094.1	K02915
OFRAG00000009095.1	K01507
OFRAG00000009099.1	K20160
OFRAG00000009103.1	K20362
OFRAG00000009109.1	K22072
OFRAG00000009110.1	K19636
OFRAG00000009111.1	K10880
OFRAG00000009114.1	K16744
OFRAG00000009115.1	K14539
OFRAG00000009119.1	K09122
OFRAG00000009125.1	K10737
OFRAG00000009126.1	K00710
OFRAG00000009128.1	K06999
OFRAG00000009133.1	K04348
OFRAG00000009134.1	K05656
OFRAG00000009134.1	K01992
OFRAG00000009136.1	K07565
OFRAG00000009138.1	K07565
OFRAG00000009140.1	K11967
OFRAG00000009143.1	K25393
OFRAG00000009144.1	K12462
OFRAG00000009148.1	K03016
OFRAG00000009151.1	K09481
OFRAG00000009153.1	K00587
OFRAG00000009158.1	K08190
OFRAG00000009163.1	K02183
OFRAG00000009163.1	K13448
OFRAG00000009166.1	K09441
OFRAG00000009171.1	K24436
OFRAG00000009173.1	K19619
OFRAG00000009175.1	K09407
OFRAG00000009180.1	K16774
OFRAG00000009183.1	K18041
OFRAG00000009187.1	K01192
OFRAG00000009198.1	K23460
OFRAG00000009199.1	K19832
OFRAG00000009201.1	K20465
OFRAG00000009202.1	K00933
OFRAG00000009203.2	K25815
OFRAG00000009204.1	K02896
OFRAG00000009205.1	K23697
OFRAG00000009206.1	K26076
OFRAG00000009209.1	K01202
OFRAG00000009210.1	K18423
OFRAG00000009211.1	K17936
OFRAG00000009213.1	K03956
OFRAG00000009219.1	K03940
OFRAG00000009219.1	K00331
OFRAG00000009231.1	K20318
OFRAG00000009246.1	K03936
OFRAG00000009249.1	K12616
OFRAG00000009252.1	K03943
OFRAG00000009252.1	K00334
OFRAG00000009272.1	K23601
OFRAG00000009275.1	K08869
OFRAG00000009278.1	K10418
OFRAG00000009287.3	K05853
OFRAG00000009289.1	K17413
OFRAG00000009290.1	K02882
OFRAG00000009294.1	K18082
OFRAG00000009296.1	K22422
OFRAG00000009298.1	K13990
OFRAG00000009303.2	K24069
OFRAG00000009308.1	K14962
OFRAG00000009311.1	K18080
OFRAG00000009314.1	K05289
OFRAG00000009319.1	K15338
OFRAG00000009323.1	K15168
OFRAG00000009326.1	K15621
OFRAG00000009330.1	K19464
OFRAG00000009332.1	K23490
OFRAG00000009335.1	K01951
OFRAG00000009336.1	K07375
OFRAG00000009337.1	K07375
OFRAG00000009341.1	K07203
OFRAG00000009349.1	K10727
OFRAG00000009350.1	K16830
OFRAG00000009353.1	K07375
OFRAG00000009357.1	K02834
OFRAG00000009358.1	K18708
OFRAG00000009364.1	K19525
OFRAG00000009367.1	K14846
OFRAG00000009371.1	K00772
OFRAG00000009372.1	K02265
OFRAG00000009373.1	K01164
OFRAG00000009374.1	K22733
OFRAG00000009374.1	K01992
OFRAG00000009376.1	K24419
OFRAG00000009377.1	K24419
OFRAG00000009380.1	K13675
OFRAG00000009381.1	K06963
OFRAG00000009386.1	K24104
OFRAG00000009387.1	K00318
OFRAG00000009388.1	K15272
OFRAG00000009389.1	K17782
OFRAG00000009393.1	K13174
OFRAG00000009394.1	K07304
OFRAG00000009395.1	K15429
OFRAG00000009396.1	K02331
OFRAG00000009397.1	K07304
OFRAG00000009400.1	K21989
OFRAG00000009402.1	K23643
OFRAG00000009403.1	K06232
OFRAG00000009408.2	K01681
OFRAG00000009409.1	K19539
OFRAG00000009412.1	K14805
OFRAG00000009413.1	K17268
OFRAG00000009416.1	K06173
OFRAG00000009417.1	K18622
OFRAG00000009418.1	K08793
OFRAG00000009423.1	K09106
OFRAG00000009424.1	K09486
OFRAG00000009444.1	K02131
OFRAG00000009446.1	K25686
OFRAG00000009448.1	K03248
OFRAG00000009450.1	K01992
OFRAG00000009458.1	K17525
OFRAG00000009459.1	K00586
OFRAG00000009481.1	K09048
OFRAG00000009507.1	K14324
OFRAG00000009508.1	K18161
OFRAG00000009512.1	K09216
OFRAG00000009516.1	K12827
OFRAG00000009517.1	K20819
OFRAG00000009518.1	K12827
OFRAG00000009519.1	K20819
OFRAG00000009522.1	K17410
OFRAG00000009523.1	K10842
OFRAG00000009527.1	K20225
OFRAG00000009531.1	K17542
OFRAG00000009533.1	K13516
OFRAG00000009534.1	K14965
OFRAG00000009535.1	K06100
OFRAG00000009538.1	K13523
OFRAG00000009546.1	K24023
OFRAG00000009547.1	K06675
OFRAG00000009550.1	K23354
OFRAG00000009552.1	K19870
OFRAG00000009555.1	K11128
OFRAG00000009557.1	K11884
OFRAG00000009558.1	K11304
OFRAG00000009559.1	K03025
OFRAG00000009561.1	K00025
OFRAG00000009562.1	K17576
OFRAG00000009563.1	K08816
OFRAG00000009564.2	K06125
OFRAG00000009564.2	K03179
OFRAG00000009565.1	K13025
OFRAG00000009566.1	K03348
OFRAG00000009573.1	K08077
OFRAG00000009577.1	K11420
OFRAG00000009580.2	K23113
OFRAG00000009582.1	K12857
OFRAG00000009583.1	K12199
OFRAG00000009584.1	K11653
OFRAG00000009585.1	K00161
OFRAG00000009587.1	K06294
OFRAG00000009603.1	K15430
OFRAG00000009605.1	K10576
OFRAG00000009613.1	K02318
OFRAG00000009613.1	K00859
OFRAG00000009613.1	K02201
OFRAG00000009620.1	K01074
OFRAG00000009622.1	K00773
OFRAG00000009623.1	K10582
OFRAG00000009624.1	K01183
OFRAG00000009625.1	K01183
OFRAG00000009627.1	K11862
OFRAG00000009629.1	K10753
OFRAG00000009631.1	K14416
OFRAG00000009632.1	K12832
OFRAG00000009633.1	K19676
OFRAG00000009634.1	K07374
OFRAG00000009636.1	K07374
OFRAG00000009637.1	K11366
OFRAG00000009641.1	K06027
OFRAG00000009646.1	K12181
OFRAG00000009660.1	K12181
OFRAG00000009661.1	K00108
OFRAG00000009662.1	K06027
OFRAG00000009663.1	K03959
OFRAG00000009664.1	K02357
OFRAG00000009670.1	K06685
OFRAG00000009675.1	K00898
OFRAG00000009676.1	K07305
OFRAG00000009677.1	K12306
OFRAG00000009679.1	K00231
OFRAG00000009682.1	K10758
OFRAG00000009683.1	K03871
OFRAG00000009684.1	K06276
OFRAG00000009691.1	K21988
OFRAG00000009695.1	K01206
OFRAG00000009698.1	K25461
OFRAG00000009699.1	K16816
OFRAG00000009703.1	K07942
OFRAG00000009705.1	K06813
OFRAG00000009706.1	K05016
OFRAG00000009707.1	K03141
OFRAG00000009711.1	K00665
OFRAG00000009715.1	K12164
OFRAG00000009716.1	K14018
OFRAG00000009717.1	K02978
OFRAG00000009722.1	K19603
OFRAG00000009725.1	K21862
OFRAG00000009726.1	K08803
OFRAG00000009729.1	K04710
OFRAG00000009730.1	K15085
OFRAG00000009733.1	K04239
OFRAG00000009736.1	K14007
OFRAG00000009737.1	K09924
OFRAG00000009743.1	K13238
OFRAG00000009744.1	K13238
OFRAG00000009745.1	K16353
OFRAG00000009751.1	K07542
OFRAG00000009752.1	K14996
OFRAG00000009757.1	K12188
OFRAG00000009759.1	K24728
OFRAG00000009760.1	K01676
OFRAG00000009762.1	K11651
OFRAG00000009763.1	K13136
OFRAG00000009768.1	K19774
OFRAG00000009776.1	K23563
OFRAG00000009779.1	K17493
OFRAG00000009785.1	K17767
OFRAG00000009786.1	K12850
OFRAG00000009789.1	K05956
OFRAG00000009790.1	K23733
OFRAG00000009792.1	K10584
OFRAG00000009797.1	K10584
OFRAG00000009799.1	K14388
OFRAG00000009799.1	K03307
OFRAG00000009799.1	K01992
OFRAG00000009803.1	K06990
OFRAG00000009804.2	K13509
OFRAG00000009804.2	K00655
OFRAG00000009806.1	K08811
OFRAG00000009810.1	K22138
OFRAG00000009886.1	K08220
OFRAG00000009889.1	K10420
OFRAG00000009890.1	K00167
OFRAG00000009897.1	K24254
OFRAG00000009899.1	K24437
OFRAG00000009907.1	K10867
OFRAG00000009910.1	K01897
OFRAG00000009910.1	K24653
OFRAG00000009912.1	K18183
OFRAG00000009913.1	K17658
OFRAG00000009914.1	K11850
OFRAG00000009924.1	K19360
OFRAG00000009927.1	K14801
OFRAG00000009929.1	K24725
OFRAG00000009935.1	K14841
OFRAG00000009936.1	K14026
OFRAG00000009936.1	K07126
OFRAG00000009938.1	K25174
OFRAG00000009945.1	K01115
OFRAG00000009947.1	K17292
OFRAG00000009948.1	K12397
OFRAG00000009953.1	K06111
OFRAG00000009956.1	K13697
OFRAG00000009964.1	K21775
OFRAG00000009966.1	K11655
OFRAG00000009967.1	K17889
OFRAG00000009969.1	K04097
OFRAG00000009971.1	K19657
OFRAG00000009976.1	K15180
OFRAG00000009977.1	K02857
OFRAG00000009984.1	K05542
OFRAG00000009984.1	K15445
OFRAG00000009985.1	K08808
OFRAG00000009988.1	K03845
OFRAG00000009995.1	K01915
OFRAG00000009999.1	K16587
OFRAG00000010003.1	K11137
OFRAG00000010005.1	K00826
OFRAG00000010006.1	K16467
OFRAG00000010008.1	K17277
OFRAG00000010010.1	K23400
OFRAG00000010013.1	K09518
OFRAG00000010014.1	K12494
OFRAG00000010015.1	K25425
OFRAG00000010019.1	K03327
OFRAG00000010023.1	K15172
OFRAG00000010024.1	K12872
OFRAG00000010026.1	K00949
OFRAG00000010031.1	K17780
OFRAG00000010032.1	K07151
OFRAG00000010035.1	K15188
OFRAG00000010038.1	K06168
OFRAG00000010042.1	K16489
OFRAG00000010043.1	K12737
OFRAG00000010055.1	K17768
OFRAG00000010056.1	K11511
OFRAG00000010057.1	K18122
OFRAG00000010059.1	K11836
OFRAG00000010067.1	K09828
OFRAG00000010069.1	K03035
OFRAG00000010070.1	K02537
OFRAG00000010079.1	K16750
OFRAG00000010083.1	K03842
OFRAG00000010086.1	K10361
OFRAG00000010087.1	K06944
OFRAG00000010088.1	K02258
OFRAG00000010095.1	K05681
OFRAG00000010095.1	K01992
OFRAG00000010097.1	K05527
OFRAG00000010098.1	K20177
OFRAG00000010099.1	K15193
OFRAG00000010103.2	K20123
OFRAG00000010106.1	K03665
OFRAG00000010112.1	K24512
OFRAG00000010115.1	K19868
OFRAG00000010116.1	K03113
OFRAG00000010117.1	K25443
OFRAG00000010118.1	K00873
OFRAG00000010120.1	K23731
OFRAG00000010121.1	K19370
OFRAG00000010124.1	K22762
OFRAG00000010149.1	K24734
OFRAG00000010154.1	K01202
OFRAG00000010160.1	K15156
OFRAG00000010162.1	K20364
OFRAG00000010163.1	K00649
OFRAG00000010164.1	K09568
OFRAG00000010164.1	K01802
OFRAG00000010165.1	K09564
OFRAG00000010165.1	K03767
OFRAG00000010165.1	K03768
OFRAG00000010166.1	K17654
OFRAG00000010167.1	K01934
OFRAG00000010176.1	K01934
OFRAG00000010179.1	K04615
OFRAG00000010180.1	K00248
OFRAG00000010180.1	K00249
OFRAG00000010181.1	K04437
OFRAG00000010185.1	K23739
OFRAG00000010187.1	K11206
OFRAG00000010187.1	K01522
OFRAG00000010188.1	K00474
OFRAG00000010191.1	K03037
OFRAG00000010192.1	K05758
OFRAG00000010199.1	K01887
OFRAG00000010201.1	K05601
OFRAG00000010203.1	K08517
OFRAG00000010204.1	K19932
OFRAG00000010205.1	K04739
OFRAG00000010208.1	K01785
OFRAG00000010209.1	K08490
OFRAG00000010210.1	K00548
OFRAG00000010212.1	K15014
OFRAG00000010223.1	K22375
OFRAG00000010228.1	K03027
OFRAG00000010229.1	K11827
OFRAG00000010230.1	K20635
OFRAG00000010233.1	K18703
OFRAG00000010237.2	K01115
OFRAG00000010241.1	K23847
OFRAG00000010247.1	K22257
OFRAG00000010250.1	K09667
OFRAG00000010251.1	K12862
OFRAG00000010253.1	K01892
OFRAG00000010254.1	K07407
OFRAG00000010263.1	K15542
OFRAG00000010264.1	K01640
OFRAG00000010268.1	K03681
OFRAG00000010273.1	K13216
OFRAG00000010275.1	K17659
OFRAG00000010276.1	K22037
OFRAG00000010280.1	K01934
OFRAG00000010284.1	K01934
OFRAG00000010285.1	K17654
OFRAG00000010286.1	K09564
OFRAG00000010286.1	K03767
OFRAG00000010286.1	K03768
OFRAG00000010287.1	K09568
OFRAG00000010287.1	K01802
OFRAG00000010288.1	K00649
OFRAG00000010289.1	K20364
OFRAG00000010293.1	K15156
OFRAG00000010297.1	K11831
OFRAG00000010298.1	K03022
OFRAG00000010299.1	K01992
OFRAG00000010300.1	K18849
OFRAG00000010304.1	K08337
OFRAG00000010310.1	K11997
OFRAG00000010316.1	K02947
OFRAG00000010317.1	K10522
OFRAG00000010318.1	K15281
OFRAG00000010320.1	K19951
OFRAG00000010322.1	K25827
OFRAG00000010324.1	K18328
OFRAG00000010327.1	K24774
OFRAG00000010328.1	K09649
OFRAG00000010329.1	K09649
OFRAG00000010330.1	K13249
OFRAG00000010337.1	K25004
OFRAG00000010337.1	K00297
OFRAG00000010338.1	K03012
OFRAG00000010347.1	K17796
OFRAG00000010348.1	K14548
OFRAG00000010352.2	K01672
OFRAG00000010353.1	K11270
OFRAG00000010354.1	K09567
OFRAG00000010355.1	K17619
OFRAG00000010358.1	K11841
OFRAG00000010367.1	K01197
OFRAG00000010368.1	K11095
OFRAG00000010370.1	K25470
OFRAG00000010373.2	K10661
OFRAG00000010380.1	K02183
OFRAG00000010380.1	K13448
OFRAG00000010383.1	K17408
OFRAG00000010385.1	K06101
OFRAG00000010389.2	K12571
OFRAG00000010390.1	K16531
OFRAG00000010392.1	K11860
OFRAG00000010404.1	K01106
OFRAG00000010411.1	K08341
OFRAG00000010412.1	K00905
OFRAG00000010414.1	K13251
OFRAG00000010415.1	K06972
OFRAG00000010417.1	K16340
OFRAG00000010419.1	K11429
OFRAG00000010420.1	K13539
OFRAG00000010421.1	K01900
OFRAG00000010422.1	K03538
OFRAG00000010423.1	K04708
OFRAG00000010425.1	K14479
OFRAG00000010444.1	K12272
OFRAG00000010445.1	K11262
OFRAG00000010454.1	K12200
OFRAG00000010455.1	K04729
OFRAG00000010457.1	K22855
OFRAG00000010464.1	K19914
OFRAG00000010469.1	K02427
OFRAG00000010469.1	K15508
OFRAG00000010473.1	K02957
OFRAG00000010474.1	K20642
OFRAG00000010475.1	K14860
OFRAG00000010480.1	K15345
OFRAG00000010481.1	K23905
OFRAG00000010482.1	K04802
OFRAG00000010486.1	K00981
OFRAG00000010494.1	K01294
OFRAG00000010495.1	K11830
OFRAG00000010497.1	K13354
OFRAG00000010498.1	K03251
OFRAG00000010502.1	K16581
OFRAG00000010503.1	K08239
OFRAG00000010504.1	K24413
OFRAG00000010504.1	K09377
OFRAG00000010505.1	K20032
OFRAG00000010513.1	K05849
OFRAG00000010514.1	K14765
OFRAG00000010516.1	K00710
OFRAG00000010519.1	K00710
OFRAG00000010520.1	K00710
OFRAG00000010521.1	K16681
OFRAG00000010523.2	K10950
OFRAG00000010524.1	K18164
OFRAG00000010529.1	K13154
OFRAG00000010530.1	K04437
OFRAG00000010531.1	K12856
OFRAG00000010534.1	K12821
OFRAG00000010535.1	K20726
OFRAG00000010536.1	K24747
OFRAG00000010544.1	K20096
OFRAG00000010546.1	K10696
OFRAG00000010548.1	K23336
OFRAG00000010549.1	K18655
OFRAG00000010561.1	K23387
OFRAG00000010567.1	K25803
OFRAG00000010599.1	K22867
OFRAG00000010600.1	K13207
OFRAG00000010601.1	K16762
OFRAG00000010602.1	K03644
OFRAG00000010603.1	K18669
OFRAG00000010609.1	K05679
OFRAG00000010609.1	K01992
OFRAG00000010610.1	K06070
OFRAG00000010617.1	K24518
OFRAG00000010618.1	K23583
OFRAG00000010619.1	K05610
OFRAG00000010624.1	K07934
OFRAG00000010625.1	K24536
OFRAG00000010627.1	K03106
OFRAG00000010630.1	K09407
OFRAG00000010631.1	K14360
OFRAG00000010632.1	K11547
OFRAG00000010633.1	K01870
OFRAG00000010643.1	K25058
OFRAG00000010646.1	K18741
OFRAG00000010649.1	K17382
OFRAG00000010652.1	K07190
OFRAG00000010661.1	K20822
OFRAG00000010668.1	K25614
OFRAG00000010670.1	K25636
OFRAG00000010671.1	K17598
OFRAG00000010671.1	K03094
OFRAG00000010676.1	K12505
OFRAG00000010677.1	K01992
OFRAG00000010678.1	K11789
OFRAG00000010679.1	K13174
OFRAG00000010680.1	K25440
OFRAG00000010682.1	K00999
OFRAG00000010683.1	K01992
OFRAG00000010684.1	K02881
OFRAG00000010685.1	K14855
OFRAG00000010690.1	K12177
OFRAG00000010691.1	K02130
OFRAG00000010692.1	K18083
OFRAG00000010695.1	K08991
OFRAG00000010696.1	K03540
OFRAG00000010697.1	K06062
OFRAG00000010698.1	K15118
OFRAG00000010712.1	K04984
OFRAG00000010716.1	K10389
OFRAG00000010717.1	K12858
OFRAG00000010720.1	K10276
OFRAG00000010731.1	K12655
OFRAG00000010733.1	K14863
OFRAG00000010734.1	K08804
OFRAG00000010754.1	K23029
OFRAG00000010756.1	K18728
OFRAG00000010757.1	K06944
OFRAG00000010758.1	K21437
OFRAG00000010759.1	K02266
OFRAG00000010762.1	K13989
OFRAG00000010763.1	K20305
OFRAG00000010779.1	K23496
OFRAG00000010780.1	K01858
OFRAG00000010781.1	K16582
OFRAG00000010783.1	K08874
OFRAG00000010786.1	K08874
OFRAG00000010791.2	K09173
OFRAG00000010793.1	K05313
OFRAG00000010799.1	K11886
OFRAG00000010800.1	K25762
OFRAG00000010801.1	K23781
OFRAG00000010802.1	K04405
OFRAG00000010805.1	K22803
OFRAG00000010816.1	K06077
OFRAG00000010817.1	K03259
OFRAG00000010818.1	K18040
OFRAG00000010821.1	K07204
OFRAG00000010868.1	K11273
OFRAG00000010879.1	K25591
OFRAG00000010887.1	K06171
OFRAG00000010888.1	K06171
OFRAG00000010890.1	K24348
OFRAG00000010897.1	K20223
OFRAG00000010898.1	K01966
OFRAG00000010899.1	K17580
OFRAG00000010902.1	K24633
OFRAG00000010903.1	K18173
OFRAG00000010904.1	K10408
OFRAG00000010908.1	K02150
OFRAG00000010909.1	K18914
OFRAG00000010909.1	K00528
OFRAG00000010910.1	K05849
OFRAG00000010913.1	K09185
OFRAG00000010915.1	K24982
OFRAG00000010916.1	K01809
OFRAG00000010919.1	K20526
OFRAG00000010920.1	K01673
OFRAG00000010954.1	K21449
OFRAG00000010955.1	K17492
OFRAG00000010956.1	K10656
OFRAG00000010957.1	K09548
OFRAG00000010959.1	K23663
OFRAG00000010960.1	K01992
OFRAG00000010966.1	K13761
OFRAG00000010968.1	K02967
OFRAG00000010973.1	K18182
OFRAG00000010974.1	K02988
OFRAG00000010976.1	K14317
OFRAG00000010979.1	K16610
OFRAG00000010988.1	K00134
OFRAG00000010989.1	K11438
OFRAG00000010991.1	K15279
OFRAG00000010997.1	K17257
OFRAG00000010999.1	K19360
OFRAG00000011007.1	K17577
OFRAG00000011009.1	K10271
OFRAG00000011010.1	K01869
OFRAG00000011013.1	K04926
OFRAG00000011023.2	K01613
OFRAG00000011024.1	K03462
OFRAG00000011035.1	K12870
OFRAG00000011041.1	K09404
OFRAG00000011042.1	K00901
OFRAG00000011043.1	K22746
OFRAG00000011044.1	K10872
OFRAG00000011046.1	K03353
OFRAG00000011047.1	K13207
OFRAG00000011048.1	K03250
OFRAG00000011052.1	K22128
OFRAG00000011052.1	K01992
OFRAG00000011053.1	K24456
OFRAG00000011054.1	K15015
OFRAG00000011057.1	K16618
OFRAG00000011058.1	K12387
OFRAG00000011060.1	K01992
OFRAG00000011061.1	K16780
OFRAG00000011064.1	K01008
OFRAG00000011065.2	K16308
OFRAG00000011066.1	K01647
OFRAG00000011084.1	K22940
OFRAG00000011085.1	K01889
OFRAG00000011089.1	K00252
OFRAG00000011091.1	K04482
OFRAG00000011099.1	K14611
OFRAG00000011104.1	K18631
OFRAG00000011107.1	K24928
OFRAG00000011111.1	K15030
OFRAG00000011113.1	K08866
OFRAG00000011118.1	K03691
OFRAG00000011120.1	K19513
OFRAG00000011122.1	K24768
OFRAG00000011123.1	K02926
OFRAG00000011125.1	K10765
OFRAG00000011133.1	K20471
OFRAG00000011136.1	K13107
OFRAG00000011144.1	K00976
OFRAG00000011147.1	K02156
OFRAG00000011148.1	K01301
OFRAG00000011150.1	K23729
OFRAG00000011153.1	K06867
OFRAG00000011157.1	K01939
OFRAG00000011158.1	K17566
OFRAG00000011159.1	K02936
OFRAG00000011165.1	K22937
OFRAG00000011167.1	K16860
OFRAG00000011170.1	K25079
OFRAG00000011174.1	K03115
OFRAG00000011175.1	K09578
OFRAG00000011178.1	K13201
OFRAG00000011184.1	K09397
OFRAG00000011187.1	K02259
OFRAG00000011208.1	K23504
OFRAG00000011211.1	K13137
OFRAG00000011212.1	K18327
OFRAG00000011213.1	K08794
OFRAG00000011222.1	K03217
OFRAG00000011224.1	K15009
OFRAG00000011226.1	K24242
OFRAG00000011228.1	K00799
OFRAG00000011231.1	K21449
OFRAG00000011240.1	K14314
OFRAG00000011241.1	K16543
OFRAG00000011242.1	K12875
OFRAG00000011244.1	K14343
OFRAG00000011256.1	K00417
OFRAG00000011257.1	K19801
OFRAG00000011259.1	K18756
OFRAG00000011262.1	K20826
OFRAG00000011264.1	K23843
OFRAG00000011266.1	K12741
OFRAG00000011267.1	K17530
OFRAG00000011267.1	K08805
OFRAG00000011268.1	K09579
OFRAG00000011269.1	K22561
OFRAG00000011273.1	K10404
OFRAG00000011274.1	K17562
OFRAG00000011275.1	K17610
OFRAG00000011276.1	K14006
OFRAG00000011279.1	K15732
OFRAG00000011280.1	K20793
OFRAG00000011281.1	K02145
OFRAG00000011285.1	K01195
OFRAG00000011293.1	K11660
OFRAG00000011302.1	K02892
OFRAG00000011304.1	K21625
OFRAG00000011305.1	K09791
OFRAG00000011306.1	K12861
OFRAG00000011307.1	K14401
OFRAG00000011311.1	K01992
OFRAG00000011315.1	K02208
OFRAG00000011316.1	K02208
OFRAG00000011317.1	K13667
OFRAG00000011334.1	K02728
OFRAG00000011335.1	K22075
OFRAG00000011336.1	K23969
OFRAG00000011338.1	K15273
OFRAG00000011340.1	K11498
OFRAG00000011347.1	K24427
OFRAG00000011349.1	K00972
OFRAG00000011350.1	K02870
OFRAG00000011354.1	K20176
OFRAG00000011356.1	K12580
OFRAG00000011357.1	K16540
OFRAG00000011370.1	K05194
OFRAG00000011370.1	K05181
OFRAG00000011372.1	K02520
OFRAG00000011374.1	K02607
OFRAG00000011376.2	K17387
OFRAG00000011378.1	K12863
OFRAG00000011381.1	K21798
OFRAG00000011388.1	K08057
OFRAG00000011401.1	K21398
OFRAG00000011401.1	K00326
OFRAG00000011403.1	K15446
OFRAG00000011404.1	K16475
OFRAG00000011405.1	K24723
OFRAG00000011406.2	K01596
OFRAG00000011414.1	K14567
OFRAG00000011429.1	K23298
OFRAG00000011430.1	K01990
OFRAG00000011430.1	K01992
OFRAG00000011432.1	K12882
OFRAG00000011436.1	K17594
OFRAG00000011437.1	K10845
OFRAG00000011438.1	K18469
OFRAG00000011442.1	K02911
OFRAG00000011443.1	K10684
OFRAG00000011456.1	K13421
OFRAG00000011456.1	K00762
OFRAG00000011461.1	K09647
OFRAG00000011461.1	K09648
OFRAG00000011463.1	K09533
OFRAG00000011466.1	K12626
OFRAG00000011474.1	K07566
OFRAG00000011476.1	K20476
OFRAG00000011478.1	K20476
OFRAG00000011480.1	K04599
OFRAG00000011481.1	K24050
OFRAG00000011483.1	K17609
OFRAG00000011484.1	K24677
OFRAG00000011488.2	K18441
OFRAG00000011490.1	K01183
OFRAG00000011494.1	K12873
OFRAG00000011502.1	K25770
OFRAG00000011503.1	K01431
OFRAG00000011504.1	K18412
OFRAG00000011505.1	K00771
OFRAG00000011506.1	K22037
OFRAG00000011507.1	K22037
OFRAG00000011522.1	K16831
OFRAG00000011523.1	K18575
OFRAG00000011528.1	K01992
OFRAG00000011540.1	K18723
OFRAG00000011549.1	K23344
OFRAG00000011550.1	K23344
OFRAG00000011551.1	K23344
OFRAG00000011552.1	K23344
OFRAG00000011553.1	K20526
OFRAG00000011555.1	K04648
OFRAG00000011556.1	K14683
OFRAG00000011557.1	K14289
OFRAG00000011558.1	K10348
OFRAG00000011559.1	K03456
OFRAG00000011561.1	K17418
OFRAG00000011562.1	K20002
OFRAG00000011563.1	K23972
OFRAG00000011564.1	K03120
OFRAG00000011583.1	K01992
OFRAG00000011584.1	K16588
OFRAG00000011586.1	K07573
