#Host
nbis-mrna-10864	K22182
nbis-mrna-854	K08288
nbis-mrna-9645	K15128
nbis-mrna-9646	K10746
nbis-mrna-9644	K22942
nbis-mrna-9648	K20281
nbis-mrna-15807	K01881
nbis-mrna-15805	K09385
nbis-mrna-12167	K03063
nbis-mrna-12165	K24255
nbis-mrna-12163	K04712
nbis-mrna-12162	K09201
nbis-mrna-12156	K19874
nbis-mrna-4052	K06826
nbis-mrna-4055	K00573
nbis-mrna-4058	K23859
nbis-mrna-4059	K23339
nbis-mrna-4057	K12483
nbis-mrna-6456	K17286
nbis-mrna-6455	K00710
nbis-mrna-6458	K00710
nbis-mrna-6457	K00710
nbis-mrna-6459	K00710
nbis-mrna-6463	K07560
nbis-mrna-6464	K24932
nbis-mrna-6465	K03639
nbis-mrna-17004	K03639
nbis-mrna-17004	K03637
nbis-mrna-17006	K03639
nbis-mrna-17005	K03637
nbis-mrna-17005	K03639
nbis-mrna-17012	K17231
nbis-mrna-9937	K00552
nbis-mrna-18975	K00552
nbis-mrna-12318	K04703
nbis-mrna-1789	K01939
nbis-mrna-1790	K20794
nbis-mrna-1791	K05849
nbis-mrna-8544	K05849
nbis-mrna-8545	K06927
nbis-mrna-8546	K23368
nbis-mrna-8547	K15296
nbis-mrna-8548	K16889
nbis-mrna-20563	K00614
nbis-mrna-20123	K01476
nbis-mrna-9033	K02209
nbis-mrna-9036	K22937
nbis-mrna-2230	K17491
nbis-mrna-2231	K25395
nbis-mrna-2235	K24169
nbis-mrna-2238	K15865
nbis-mrna-2243	K00683
nbis-mrna-2244	K11089
nbis-mrna-2240	K14715
nbis-mrna-11991	K10669
nbis-mrna-11995	K03307
nbis-mrna-3092	K19199
nbis-mrna-3094	K23326
nbis-mrna-3091	K00025
nbis-mrna-7883	K14589
nbis-mrna-19147	K06990
nbis-mrna-19142	K14008
nbis-mrna-19144	K20183
nbis-mrna-8515	K08900
nbis-mrna-8517	K13157
nbis-mrna-8516	K22390
nbis-mrna-21141	K25546
nbis-mrna-18789	K15615
nbis-mrna-18790	K23518
nbis-mrna-18795	K00287
nbis-mrna-18172	K15376
nbis-mrna-18172	K03750
nbis-mrna-18173	K16897
nbis-mrna-18171	K17770
nbis-mrna-18169	K02977
nbis-mrna-18170	K21843
nbis-mrna-18166	K02183
nbis-mrna-18166	K13448
nbis-mrna-18164	K02183
nbis-mrna-18164	K13448
nbis-mrna-18161	K01512
nbis-mrna-18162	K01277
nbis-mrna-18159	K16454
nbis-mrna-18160	K07959
nbis-mrna-18156	K23368
nbis-mrna-18155	K21407
nbis-mrna-18153	K21407
nbis-mrna-18152	K15178
nbis-mrna-18151	K17603
nbis-mrna-6269	K22928
nbis-mrna-6264	K13217
nbis-mrna-20989	K16576
nbis-mrna-20991	K08657
nbis-mrna-20992	K18167
nbis-mrna-20990	K17807
nbis-mrna-20994	K01759
nbis-mrna-20995	K25450
nbis-mrna-20999	K24348
nbis-mrna-21001	K00863
nbis-mrna-21000	K13443
nbis-mrna-21003	K25768
nbis-mrna-21004	K25795
nbis-mrna-21006	K25773
nbis-mrna-21005	K03430
nbis-mrna-21007	K16449
nbis-mrna-21011	K02727
nbis-mrna-21010	K03120
nbis-mrna-21009	K20289
nbis-mrna-21013	K23972
nbis-mrna-21014	K11253
nbis-mrna-21014	K11252
nbis-mrna-21017	K11252
nbis-mrna-21017	K11251
nbis-mrna-21015	K11254
nbis-mrna-21020	K17916
nbis-mrna-21020	K11578
nbis-mrna-17611	K01195
nbis-mrna-17610	K17916
nbis-mrna-7330	K26093
nbis-mrna-11301	K22370
nbis-mrna-12961	K22370
nbis-mrna-12963	K21768
nbis-mrna-12962	K23637
nbis-mrna-7147	K10768
nbis-mrna-7150	K11592
nbis-mrna-7146	K19023
nbis-mrna-8797	K19023
nbis-mrna-8796	K17906
nbis-mrna-8794	K13513
nbis-mrna-8792	K20067
nbis-mrna-5300	K15630
nbis-mrna-5299	K12173
nbis-mrna-5298	K20096
nbis-mrna-5295	K25473
nbis-mrna-7055	K15047
nbis-mrna-7056	K12663
nbis-mrna-7056	K01692
nbis-mrna-13572	K12373
nbis-mrna-13574	K07390
nbis-mrna-13573	K09382
nbis-mrna-6351	K08490
nbis-mrna-6349	K00548
nbis-mrna-1496	K00548
nbis-mrna-1497	K12378
nbis-mrna-1494	K24678
nbis-mrna-1491	K26052
nbis-mrna-1493	K00852
nbis-mrna-1489	K20352
nbis-mrna-1490	K18184
nbis-mrna-1485	K24814
nbis-mrna-1479	K03424
nbis-mrna-1478	K01183
nbis-mrna-18414	K01183
nbis-mrna-18412	K01183
nbis-mrna-18412	K01992
nbis-mrna-18413	K01183
nbis-mrna-18411	K01183
nbis-mrna-18409	K01183
nbis-mrna-1843	K07232
nbis-mrna-1844	K06051
nbis-mrna-1846	K17496
nbis-mrna-1845	K25139
nbis-mrna-1848	K25218
nbis-mrna-18027	K22197
nbis-mrna-18025	K16460
nbis-mrna-18069	K20839
nbis-mrna-18072	K07943
nbis-mrna-18070	K06959
nbis-mrna-18068	K04512
nbis-mrna-18067	K01369
nbis-mrna-18066	K01369
nbis-mrna-18065	K01369
nbis-mrna-8761	K01369
nbis-mrna-8763	K24435
nbis-mrna-8764	K01785
nbis-mrna-8765	K13159
nbis-mrna-8771	K01166
nbis-mrna-1895	K25546
nbis-mrna-1890	K19675
nbis-mrna-1891	K10297
nbis-mrna-1889	K23853
nbis-mrna-12590	K18164
nbis-mrna-12592	K22989
nbis-mrna-12592	K01992
nbis-mrna-12873	K11275
nbis-mrna-12863	K09341
nbis-mrna-12864	K06704
nbis-mrna-12858	K07232
nbis-mrna-12855	K23114
nbis-mrna-12856	K23114
nbis-mrna-12854	K15174
nbis-mrna-12849	K21032
nbis-mrna-12852	K15142
nbis-mrna-12851	K14970
nbis-mrna-7550	K05674
nbis-mrna-7550	K01992
nbis-mrna-7549	K14300
nbis-mrna-407	K02980
nbis-mrna-410	K03106
nbis-mrna-416	K14774
nbis-mrna-414	K10397
nbis-mrna-417	K17430
nbis-mrna-419	K14571
nbis-mrna-420	K07442
nbis-mrna-427	K14841
nbis-mrna-429	K17964
nbis-mrna-14244	K17094
nbis-mrna-4278	K16610
nbis-mrna-6979	K19360
nbis-mrna-6976	K15341
nbis-mrna-6977	K17411
nbis-mrna-6975	K25549
nbis-mrna-6971	K01992
nbis-mrna-6970	K01992
nbis-mrna-6969	K01992
nbis-mrna-6968	K01992
nbis-mrna-6066	K24930
nbis-mrna-6068	K15028
nbis-mrna-6070	K15212
nbis-mrna-6069	K20364
nbis-mrna-21923	K03858
nbis-mrna-21924	K22763
nbis-mrna-21922	K13025
nbis-mrna-21922	K00166
nbis-mrna-21926	K15736
nbis-mrna-21926	K00109
nbis-mrna-21927	K10649
nbis-mrna-8371	K16488
nbis-mrna-7871	K22744
nbis-mrna-7872	K19531
nbis-mrna-1163	K14026
nbis-mrna-1163	K07126
nbis-mrna-12965	K19984
nbis-mrna-12964	K10348
nbis-mrna-5326	K07195
nbis-mrna-5329	K14801
nbis-mrna-5330	K23881
nbis-mrna-5334	K10765
nbis-mrna-5331	K25095
nbis-mrna-5333	K23295
nbis-mrna-5332	K11884
nbis-mrna-12098	K11304
nbis-mrna-12098	K11308
nbis-mrna-12097	K03025
nbis-mrna-12096	K13254
nbis-mrna-13197	K02149
nbis-mrna-13196	K17920
nbis-mrna-22595	K14791
nbis-mrna-22596	K20368
nbis-mrna-22593	K15333
nbis-mrna-19125	K15333
nbis-mrna-19126	K00974
nbis-mrna-12211	K23507
nbis-mrna-12211	K17834
nbis-mrna-21738	K08798
nbis-mrna-21740	K18025
nbis-mrna-21745	K02270
nbis-mrna-17461	K01875
nbis-mrna-17462	K06063
nbis-mrna-17460	K08869
nbis-mrna-8360	K08811
nbis-mrna-8359	K08811
nbis-mrna-8361	K12822
nbis-mrna-8362	K08815
nbis-mrna-8364	K22540
nbis-mrna-569	K24971
nbis-mrna-16612	K14402
nbis-mrna-10890	K14402
nbis-mrna-10896	K16530
nbis-mrna-10894	K03353
nbis-mrna-10897	K01809
nbis-mrna-10893	K24982
nbis-mrna-14149	K24982
nbis-mrna-14150	K03006
nbis-mrna-14151	K15127
nbis-mrna-14153	K09191
nbis-mrna-11081	K02874
nbis-mrna-11085	K21989
nbis-mrna-11084	K21989
nbis-mrna-11080	K19937
nbis-mrna-7008	K19937
nbis-mrna-7009	K23909
nbis-mrna-22462	K01179
nbis-mrna-22463	K03064
nbis-mrna-22464	K03509
nbis-mrna-22468	K12362
nbis-mrna-21538	K20635
nbis-mrna-21540	K11827
nbis-mrna-21539	K03027
nbis-mrna-21541	K05127
nbis-mrna-21546	K23318
nbis-mrna-2983	K17566
nbis-mrna-2992	K14840
nbis-mrna-2991	K03062
nbis-mrna-2987	K19465
nbis-mrna-2616	K20826
nbis-mrna-2618	K19328
nbis-mrna-2620	K11089
nbis-mrna-2619	K23166
nbis-mrna-2621	K16755
nbis-mrna-2622	K23355
nbis-mrna-2624	K18729
nbis-mrna-2627	K21870
nbis-mrna-2626	K21870
nbis-mrna-2629	K21870
nbis-mrna-2631	K21870
nbis-mrna-2630	K21870
nbis-mrna-2628	K15025
nbis-mrna-3507	K19196
nbis-mrna-12712	K24354
nbis-mrna-12711	K09524
nbis-mrna-12773	K11153
nbis-mrna-12775	K09524
nbis-mrna-12774	K00658
nbis-mrna-4231	K00728
nbis-mrna-7142	K12829
nbis-mrna-7140	K12592
nbis-mrna-7766	K11800
nbis-mrna-7763	K09537
nbis-mrna-7761	K10844
nbis-mrna-3700	K10844
nbis-mrna-3699	K13339
nbis-mrna-15289	K15434
nbis-mrna-15293	K24051
nbis-mrna-15292	K11997
nbis-mrna-15299	K22017
nbis-mrna-15694	K22017
nbis-mrna-16785	K04079
nbis-mrna-13711	K03122
nbis-mrna-13710	K17777
nbis-mrna-13709	K22383
nbis-mrna-5747	K16860
nbis-mrna-6027	K10481
nbis-mrna-6032	K18753
nbis-mrna-6033	K24169
nbis-mrna-20781	K24020
nbis-mrna-10105	K13514
nbis-mrna-10106	K24761
nbis-mrna-10107	K05546
nbis-mrna-10107	K01187
nbis-mrna-10109	K19751
nbis-mrna-4374	K17562
nbis-mrna-4379	K10306
nbis-mrna-4376	K02355
nbis-mrna-3265	K10667
nbis-mrna-3281	K00963
nbis-mrna-3284	K07865
nbis-mrna-3286	K06889
nbis-mrna-3287	K10732
nbis-mrna-3288	K11577
nbis-mrna-8002	K11577
nbis-mrna-8004	K07140
nbis-mrna-8003	K15442
nbis-mrna-924	K14006
nbis-mrna-920	K17610
nbis-mrna-925	K18159
nbis-mrna-921	K00621
nbis-mrna-923	K08744
nbis-mrna-919	K12874
nbis-mrna-8700	K12874
nbis-mrna-8701	K03031
nbis-mrna-10515	K03031
nbis-mrna-10517	K07874
nbis-mrna-10519	K15791
nbis-mrna-17948	K15791
nbis-mrna-17947	K16781
nbis-mrna-17950	K07442
nbis-mrna-17953	K08694
nbis-mrna-17951	K10601
nbis-mrna-2582	K01495
nbis-mrna-13243	K10606
nbis-mrna-13246	K13114
nbis-mrna-13244	K20304
nbis-mrna-19217	K20367
nbis-mrna-19216	K18327
nbis-mrna-19214	K01958
nbis-mrna-19213	K03131
nbis-mrna-19212	K08074
nbis-mrna-9541	K13026
nbis-mrna-9543	K02988
nbis-mrna-6335	K25484
nbis-mrna-5550	K01992
nbis-mrna-5547	K06999
nbis-mrna-5546	K09496
nbis-mrna-5545	K11790
nbis-mrna-5543	K14289
nbis-mrna-5538	K01487
nbis-mrna-5537	K04797
nbis-mrna-17432	K17429
nbis-mrna-17430	K22863
nbis-mrna-11254	K10417
nbis-mrna-15922	K10417
nbis-mrna-15924	K23845
nbis-mrna-13223	K24682
nbis-mrna-13221	K24682
nbis-mrna-13220	K24682
nbis-mrna-13217	K22371
nbis-mrna-13218	K04569
nbis-mrna-13218	K04565
nbis-mrna-18928	K12179
nbis-mrna-18929	K11583
nbis-mrna-18927	K00911
nbis-mrna-18926	K04505
nbis-mrna-18926	K01992
nbis-mrna-18924	K06105
nbis-mrna-18923	K14944
nbis-mrna-1136	K06269
nbis-mrna-1135	K15196
nbis-mrna-20321	K10478
nbis-mrna-5456	K11660
nbis-mrna-5459	K13144
nbis-mrna-5458	K22557
nbis-mrna-5457	K04716
nbis-mrna-5460	K25861
nbis-mrna-7312	K09191
nbis-mrna-7310	K16772
nbis-mrna-7558	K14290
nbis-mrna-16172	K21813
nbis-mrna-16173	K25757
nbis-mrna-16174	K01758
nbis-mrna-16174	K01760
nbis-mrna-20598	K20362
nbis-mrna-16944	K13119
nbis-mrna-11826	K01679
nbis-mrna-20452	K14754
nbis-mrna-12302	K14754
nbis-mrna-8375	K14754
nbis-mrna-8374	K14754
nbis-mrna-8380	K14284
nbis-mrna-8382	K08029
nbis-mrna-8383	K08029
nbis-mrna-17922	K05858
nbis-mrna-17924	K10626
nbis-mrna-4849	K08077
nbis-mrna-8740	K03099
nbis-mrna-8739	K08493
nbis-mrna-8738	K03256
nbis-mrna-8736	K23506
nbis-mrna-8731	K24865
nbis-mrna-8732	K02867
nbis-mrna-8730	K14795
nbis-mrna-15918	K08876
nbis-mrna-15919	K01082
nbis-mrna-5834	K10435
nbis-mrna-5842	K23935
nbis-mrna-5847	K08991
nbis-mrna-5849	K25769
nbis-mrna-5851	K16746
nbis-mrna-5852	K23740
nbis-mrna-5969	K12869
nbis-mrna-5968	K25460
nbis-mrna-14389	K15133
nbis-mrna-19855	K17972
nbis-mrna-19857	K19655
nbis-mrna-6176	K10404
nbis-mrna-6175	K09104
nbis-mrna-11665	K00710
nbis-mrna-11664	K06699
nbis-mrna-9350	K06699
nbis-mrna-20507	K17608
nbis-mrna-6719	K07497
nbis-mrna-4900	K11578
nbis-mrna-4901	K19998
nbis-mrna-12405	K19716
nbis-mrna-12401	K01557
nbis-mrna-9725	K19055
nbis-mrna-10263	K02946
nbis-mrna-17187	K10411
nbis-mrna-15895	K16307
nbis-mrna-12957	K24886
nbis-mrna-15968	K19473
nbis-mrna-9617	K03017
nbis-mrna-2050	K09880
nbis-mrna-5698	K10407
nbis-mrna-5700	K17682
nbis-mrna-5702	K05657
nbis-mrna-5702	K01992
nbis-mrna-21899	K17602
nbis-mrna-21895	K08658
nbis-mrna-21895	K07052
nbis-mrna-21894	K06115
nbis-mrna-21893	K11829
nbis-mrna-12448	K23222
nbis-mrna-17957	K16810
nbis-mrna-4317	K16810
nbis-mrna-4315	K10775
nbis-mrna-4318	K01047
nbis-mrna-4316	K23325
nbis-mrna-5181	K13675
nbis-mrna-13347	K23728
nbis-mrna-13346	K02830
nbis-mrna-17083	K15688
nbis-mrna-17085	K11364
nbis-mrna-3643	K10632
nbis-mrna-16952	K00731
nbis-mrna-4839	K14787
nbis-mrna-20505	K14387
nbis-mrna-20505	K01992
nbis-mrna-19113	K14387
nbis-mrna-19113	K01992
nbis-mrna-20594	K14387
nbis-mrna-20594	K01992
nbis-mrna-21361	K04371
nbis-mrna-21360	K10403
nbis-mrna-21359	K22758
nbis-mrna-21356	K01992
nbis-mrna-11602	K10264
nbis-mrna-13908	K09027
nbis-mrna-9038	K07935
nbis-mrna-993	K10608
nbis-mrna-12664	K10870
nbis-mrna-10929	K25547
nbis-mrna-10928	K00380
nbis-mrna-10933	K17815
nbis-mrna-10935	K16308
nbis-mrna-19990	K16308
nbis-mrna-9032	K04468
nbis-mrna-9030	K04429
nbis-mrna-9025	K15078
nbis-mrna-150	K03327
nbis-mrna-13524	K03327
nbis-mrna-14963	K09228
nbis-mrna-14963	K09191
nbis-mrna-20232	K01623
nbis-mrna-6554	K06269
nbis-mrna-6556	K21764
nbis-mrna-6558	K24228
nbis-mrna-6557	K03434
nbis-mrna-6559	K23893
nbis-mrna-6561	K13099
nbis-mrna-14072	K10756
nbis-mrna-14073	K18529
nbis-mrna-18872	K18047
nbis-mrna-18871	K03255
nbis-mrna-14302	K03255
nbis-mrna-14301	K18723
nbis-mrna-18201	K23820
nbis-mrna-1805	K24627
nbis-mrna-14004	K19306
nbis-mrna-14005	K07936
nbis-mrna-14006	K08486
nbis-mrna-14010	K11502
nbis-mrna-14014	K13345
nbis-mrna-14011	K12392
nbis-mrna-14013	K09498
nbis-mrna-8497	K09498
nbis-mrna-4446	K10588
nbis-mrna-4445	K24595
nbis-mrna-10885	K07253
nbis-mrna-10886	K11314
nbis-mrna-10887	K05302
nbis-mrna-10888	K09113
nbis-mrna-10889	K01992
nbis-mrna-14376	K01992
nbis-mrna-14377	K01992
nbis-mrna-10853	K01992
nbis-mrna-12145	K24734
nbis-mrna-12148	K13111
nbis-mrna-12148	K12819
nbis-mrna-12149	K25440
nbis-mrna-22555	K05853
nbis-mrna-22556	K17778
nbis-mrna-6261	K07304
nbis-mrna-6262	K14445
nbis-mrna-6260	K14445
nbis-mrna-6258	K14445
nbis-mrna-16467	K23008
nbis-mrna-16464	K14445
nbis-mrna-16464	K01992
nbis-mrna-18750	K14016
nbis-mrna-18751	K06628
nbis-mrna-18753	K12856
nbis-mrna-18754	K01011
nbis-mrna-21180	K24646
nbis-mrna-21180	K09191
nbis-mrna-21184	K14771
nbis-mrna-21185	K25806
nbis-mrna-21186	K01372
nbis-mrna-5935	K01372
nbis-mrna-5937	K20182
nbis-mrna-5938	K21847
nbis-mrna-5939	K09115
nbis-mrna-5942	K24135
nbis-mrna-5943	K24135
nbis-mrna-5017	K03008
nbis-mrna-5018	K17973
nbis-mrna-9146	K13988
nbis-mrna-13210	K08202
nbis-mrna-13209	K05030
nbis-mrna-9316	K01593
nbis-mrna-18947	K16685
nbis-mrna-16148	K01245
nbis-mrna-16147	K08052
nbis-mrna-16146	K08052
nbis-mrna-10068	K22379
nbis-mrna-13049	K18592
nbis-mrna-1657	K17680
nbis-mrna-3945	K18419
nbis-mrna-3942	K22182
nbis-mrna-14365	K07561
nbis-mrna-14368	K11729
nbis-mrna-14368	K00249
nbis-mrna-14364	K00474
nbis-mrna-12280	K14568
nbis-mrna-17997	K00876
nbis-mrna-17995	K17542
nbis-mrna-17990	K22037
nbis-mrna-17988	K22037
nbis-mrna-17986	K10301
nbis-mrna-17984	K18628
nbis-mrna-17985	K15100
nbis-mrna-17983	K00029
nbis-mrna-17982	K16280
nbis-mrna-11487	K10755
nbis-mrna-15423	K14855
nbis-mrna-15421	K02881
nbis-mrna-15420	K00999
nbis-mrna-15418	K10399
nbis-mrna-6149	K11428
nbis-mrna-6146	K10644
nbis-mrna-6144	K11089
nbis-mrna-6142	K15414
nbis-mrna-6145	K13128
nbis-mrna-6137	K14809
nbis-mrna-6136	K06630
nbis-mrna-6135	K14857
nbis-mrna-6133	K03252
nbis-mrna-6131	K24727
nbis-mrna-6130	K11669
nbis-mrna-6129	K02934
nbis-mrna-6128	K14843
nbis-mrna-6127	K06258
nbis-mrna-6117	K02950
nbis-mrna-6119	K15110
nbis-mrna-15195	K16574
nbis-mrna-15196	K16574
nbis-mrna-11876	K17431
nbis-mrna-11877	K25219
nbis-mrna-11883	K15152
nbis-mrna-11881	K02943
nbis-mrna-11882	K14574
nbis-mrna-11879	K23330
nbis-mrna-1049	K18993
nbis-mrna-1050	K18180
nbis-mrna-1050	K07126
nbis-mrna-1052	K15153
nbis-mrna-1054	K03873
nbis-mrna-1056	K13539
nbis-mrna-1059	K14445
nbis-mrna-7254	K13484
nbis-mrna-7254	K20731
nbis-mrna-7254	K07127
nbis-mrna-14655	K14445
nbis-mrna-2354	K14387
nbis-mrna-15040	K14387
nbis-mrna-15039	K14387
nbis-mrna-15038	K14387
nbis-mrna-15037	K14387
nbis-mrna-15034	K14387
nbis-mrna-4173	K14387
nbis-mrna-4172	K14387
nbis-mrna-4170	K00871
nbis-mrna-2775	K14445
nbis-mrna-2777	K17382
nbis-mrna-7782	K21894
nbis-mrna-18225	K00469
nbis-mrna-19464	K08678
nbis-mrna-19461	K16518
nbis-mrna-19459	K08269
nbis-mrna-15622	K23499
nbis-mrna-18039	K12172
nbis-mrna-18038	K06675
nbis-mrna-18037	K17508
nbis-mrna-18035	K05286
nbis-mrna-18034	K01907
nbis-mrna-18033	K15074
nbis-mrna-11490	K07253
nbis-mrna-9840	K25112
nbis-mrna-9835	K11648
nbis-mrna-9834	K20129
nbis-mrna-9832	K23791
nbis-mrna-9823	K07192
nbis-mrna-9822	K15423
nbis-mrna-9820	K24815
nbis-mrna-18782	K20194
nbis-mrna-17516	K09676
nbis-mrna-5313	K05218
nbis-mrna-10073	K10276
nbis-mrna-14344	K09272
nbis-mrna-14343	K17599
nbis-mrna-14340	K14638
nbis-mrna-14337	K05658
nbis-mrna-14337	K01992
nbis-mrna-12337	K05658
nbis-mrna-12337	K01992
nbis-mrna-9306	K01992
nbis-mrna-16879	K23625
nbis-mrna-16878	K19944
nbis-mrna-16875	K02878
nbis-mrna-16873	K14779
nbis-mrna-16869	K12353
nbis-mrna-16868	K22611
nbis-mrna-19134	K00026
nbis-mrna-19132	K01441
nbis-mrna-15858	K25605
nbis-mrna-15849	K18467
nbis-mrna-15852	K10994
nbis-mrna-13733	K01992
nbis-mrna-17410	K01755
nbis-mrna-17409	K01021
nbis-mrna-18478	K07876
nbis-mrna-5254	K10696
nbis-mrna-5257	K15449
nbis-mrna-19098	K24272
nbis-mrna-14269	K05760
nbis-mrna-14270	K11414
nbis-mrna-14270	K12410
nbis-mrna-14264	K04552
nbis-mrna-14265	K16684
nbis-mrna-3414	K10766
nbis-mrna-3413	K05656
nbis-mrna-3413	K01992
nbis-mrna-3409	K13989
nbis-mrna-3410	K19201
nbis-mrna-3408	K09598
nbis-mrna-3408	K01992
nbis-mrna-3407	K23949
nbis-mrna-1996	K22644
nbis-mrna-1999	K23312
nbis-mrna-2000	K05520
nbis-mrna-2001	K11837
nbis-mrna-22551	K26095
nbis-mrna-22550	K22747
nbis-mrna-22548	K00869
nbis-mrna-22547	K25838
nbis-mrna-3847	K00799
nbis-mrna-1467	K16811
nbis-mrna-1468	K15332
nbis-mrna-576	K15306
nbis-mrna-6841	K23677
nbis-mrna-15104	K23028
nbis-mrna-15103	K13206
nbis-mrna-3001	K15507
nbis-mrna-9597	K18246
nbis-mrna-9597	K01672
nbis-mrna-243	K01992
nbis-mrna-12810	K12194
nbis-mrna-12804	K09191
nbis-mrna-12805	K09191
nbis-mrna-12801	K15151
nbis-mrna-12798	K24733
nbis-mrna-12796	K02358
nbis-mrna-2674	K06641
nbis-mrna-21152	K02266
nbis-mrna-21153	K02266
nbis-mrna-21151	K11393
nbis-mrna-21150	K16794
nbis-mrna-15106	K02602
nbis-mrna-15108	K13353
nbis-mrna-13117	K01992
nbis-mrna-13118	K01992
nbis-mrna-7380	K01021
nbis-mrna-21686	K14549
nbis-mrna-21686	K24104
nbis-mrna-21687	K06228
nbis-mrna-21685	K06965
nbis-mrna-11533	K03354
nbis-mrna-11532	K21248
nbis-mrna-11531	K05766
nbis-mrna-14425	K04437
nbis-mrna-14423	K06058
nbis-mrna-14424	K16452
nbis-mrna-20389	K11422
nbis-mrna-20393	K24104
nbis-mrna-20398	K21595
nbis-mrna-8598	K04688
nbis-mrna-17080	K19361
nbis-mrna-18876	K22499
nbis-mrna-17782	K16498
nbis-mrna-17780	K12480
nbis-mrna-17779	K20804
nbis-mrna-17777	K15164
nbis-mrna-22019	K15157
nbis-mrna-22023	K07216
nbis-mrna-22026	K08997
nbis-mrna-22030	K24839
nbis-mrna-22031	K03941
nbis-mrna-22031	K00338
nbis-mrna-22041	K14376
nbis-mrna-22043	K19365
nbis-mrna-22047	K07554
nbis-mrna-22046	K14693
nbis-mrna-18108	K01372
nbis-mrna-18107	K01372
nbis-mrna-17607	K15523
nbis-mrna-18607	K04659
nbis-mrna-18611	K23542
nbis-mrna-18613	K24628
nbis-mrna-18616	K00318
nbis-mrna-18615	K17790
nbis-mrna-18618	K17809
nbis-mrna-18617	K01613
nbis-mrna-18620	K24734
nbis-mrna-12533	K22970
nbis-mrna-17635	K24936
nbis-mrna-17634	K14318
nbis-mrna-17632	K09313
nbis-mrna-17631	K23498
nbis-mrna-9188	K23498
nbis-mrna-9190	K16473
nbis-mrna-9192	K12185
nbis-mrna-15271	K20308
nbis-mrna-15270	K17402
nbis-mrna-15269	K22387
nbis-mrna-5044	K19996
nbis-mrna-21942	K19996
nbis-mrna-21937	K20030
nbis-mrna-21932	K21894
nbis-mrna-20734	K10666
nbis-mrna-20733	K17849
nbis-mrna-1285	K17849
nbis-mrna-1284	K19332
nbis-mrna-12606	K04650
nbis-mrna-3857	K11187
nbis-mrna-3854	K09228
nbis-mrna-3854	K09191
nbis-mrna-3853	K09228
nbis-mrna-3853	K09191
nbis-mrna-19236	K09228
nbis-mrna-19236	K09191
nbis-mrna-19237	K09191
nbis-mrna-19238	K09191
nbis-mrna-19241	K05037
nbis-mrna-19247	K23844
nbis-mrna-4350	K15137
nbis-mrna-12120	K22538
nbis-mrna-12121	K22421
nbis-mrna-12115	K15171
nbis-mrna-12116	K17968
nbis-mrna-729	K15441
nbis-mrna-10054	K00327
nbis-mrna-10054	K00380
nbis-mrna-10056	K13174
nbis-mrna-10055	K13174
nbis-mrna-10057	K23539
nbis-mrna-655	K19941
nbis-mrna-654	K00289
nbis-mrna-20881	K24550
nbis-mrna-7886	K19938
nbis-mrna-13816	K21437
nbis-mrna-13808	K10859
nbis-mrna-1633	K10418
nbis-mrna-1632	K10418
nbis-mrna-15755	K02435
nbis-mrna-15753	K08495
nbis-mrna-15751	K05291
nbis-mrna-4468	K15447
nbis-mrna-1133	K01992
nbis-mrna-1132	K00710
nbis-mrna-2094	K01992
nbis-mrna-15620	K04646
nbis-mrna-15211	K00784
nbis-mrna-22498	K09191
nbis-mrna-13817	K24069
nbis-mrna-14769	K08585
nbis-mrna-14772	K09549
nbis-mrna-9885	K23741
nbis-mrna-9882	K07252
nbis-mrna-1716	K02966
nbis-mrna-3325	K03323
nbis-mrna-14730	K11426
nbis-mrna-21787	K25423
nbis-mrna-16646	K00485
nbis-mrna-18525	K00485
nbis-mrna-18526	K00485
nbis-mrna-18527	K00485
nbis-mrna-18528	K00485
nbis-mrna-18529	K00485
nbis-mrna-18534	K00485
nbis-mrna-17618	K18695
nbis-mrna-17621	K00503
nbis-mrna-11075	K09142
nbis-mrna-18340	K01992
nbis-mrna-12765	K16219
nbis-mrna-12766	K25388
nbis-mrna-12768	K01992
nbis-mrna-20720	K14686
nbis-mrna-4494	K20410
nbis-mrna-4496	K14950
nbis-mrna-8196	K12662
nbis-mrna-12882	K02918
nbis-mrna-12882	K02904
nbis-mrna-12883	K05754
nbis-mrna-12885	K20160
nbis-mrna-11507	K17418
nbis-mrna-12536	K20295
nbis-mrna-12539	K03685
nbis-mrna-12538	K14025
nbis-mrna-6923	K16768
nbis-mrna-15432	K16768
nbis-mrna-16907	K16449
nbis-mrna-16908	K09490
nbis-mrna-3371	K10370
nbis-mrna-3374	K00477
nbis-mrna-3376	K01992
nbis-mrna-3382	K01992
nbis-mrna-14937	K14683
nbis-mrna-14938	K14683
nbis-mrna-5563	K17512
nbis-mrna-5564	K03104
nbis-mrna-16916	K14849
nbis-mrna-16919	K00624
nbis-mrna-16920	K17605
nbis-mrna-10987	K01194
nbis-mrna-10986	K10348
nbis-mrna-10989	K13337
nbis-mrna-3114	K25877
nbis-mrna-13477	K25877
nbis-mrna-8825	K25877
nbis-mrna-16294	K25877
nbis-mrna-16302	K25877
nbis-mrna-16304	K16731
nbis-mrna-16309	K15445
nbis-mrna-13776	K05125
nbis-mrna-14701	K04510
nbis-mrna-14700	K09555
nbis-mrna-14699	K07192
nbis-mrna-1039	K00318
nbis-mrna-1038	K00318
nbis-mrna-1037	K09228
nbis-mrna-1037	K09191
nbis-mrna-14739	K09223
nbis-mrna-14739	K09191
nbis-mrna-14738	K09223
