#Host
RPACG00000000026.1	K12478
RPACG00000012932.1	K01283
RPACG00000012933.1	K24254
RPACG00000012934.2	K09188
RPACG00000012935.1	K08230
RPACG00000012960.1	K10385
RPACG00000012961.1	K20456
RPACG00000012961.1	K06691
RPACG00000012962.1	K22182
RPACG00000012965.1	K17680
RPACG00000012969.1	K11214
RPACG00000012971.1	K18419
RPACG00000012973.1	K14956
RPACG00000012976.1	K15507
RPACG00000012978.1	K01672
RPACG00000012978.1	K01674
RPACG00000012981.1	K18246
RPACG00000012981.1	K01672
RPACG00000012981.1	K01674
RPACG00000013001.1	K10640
RPACG00000013002.1	K08707
RPACG00000013003.1	K24733
RPACG00000013004.1	K10766
RPACG00000013006.1	K05656
RPACG00000013006.1	K01992
RPACG00000013007.1	K13989
RPACG00000013008.1	K19201
RPACG00000013011.1	K09598
RPACG00000013011.1	K01992
RPACG00000013013.1	K23949
RPACG00000013017.1	K14445
RPACG00000013018.1	K14445
RPACG00000013023.1	K00933
RPACG00000013033.1	K01992
RPACG00000013035.1	K03522
RPACG00000013039.1	K11415
RPACG00000013039.1	K12410
RPACG00000013040.1	K01992
RPACG00000013043.1	K11968
RPACG00000013044.1	K19054
RPACG00000013045.1	K18733
RPACG00000013046.1	K05728
RPACG00000013075.1	K16498
RPACG00000013076.1	K16498
RPACG00000013077.1	K16498
RPACG00000013078.1	K06133
RPACG00000013080.1	K18486
RPACG00000013086.1	K14950
RPACG00000013098.1	K20410
RPACG00000013112.1	K25423
RPACG00000013117.1	K11426
RPACG00000013120.1	K03323
RPACG00000013121.1	K01992
RPACG00000013153.1	K24888
RPACG00000013154.1	K19027
RPACG00000013155.1	K20872
RPACG00000013159.1	K13619
RPACG00000013169.1	K00106
RPACG00000013169.1	K13482
RPACG00000013181.1	K06091
RPACG00000013183.1	K08957
RPACG00000013195.1	K08495
RPACG00000013201.1	K02435
RPACG00000013202.1	K06704
RPACG00000013205.1	K12890
RPACG00000013206.1	K10418
RPACG00000013207.1	K06127
RPACG00000013211.1	K10859
RPACG00000013212.1	K11124
RPACG00000013216.1	K01992
RPACG00000013220.1	K14445
RPACG00000013220.1	K01992
RPACG00000013221.1	K14445
RPACG00000013222.1	K14445
RPACG00000013224.1	K14445
RPACG00000013225.1	K14445
RPACG00000013227.1	K14445
RPACG00000013228.1	K14445
RPACG00000013229.1	K14445
RPACG00000013231.1	K07304
RPACG00000013232.1	K02331
RPACG00000013233.1	K24086
RPACG00000013234.1	K15362
RPACG00000013247.1	K10696
RPACG00000013249.1	K15449
RPACG00000013252.1	K10341
RPACG00000013253.2	K04688
RPACG00000013276.1	K04936
RPACG00000013282.1	K04515
RPACG00000013293.2	K17658
RPACG00000013294.1	K18183
RPACG00000013296.1	K08852
RPACG00000013299.1	K18412
RPACG00000013302.1	K09580
RPACG00000013307.1	K11548
RPACG00000013311.2	K14717
RPACG00000013311.2	K07238
RPACG00000013312.1	K05542
RPACG00000013313.1	K01206
RPACG00000013314.1	K14851
RPACG00000013315.1	K15112
RPACG00000013321.1	K09328
RPACG00000013333.1	K12236
RPACG00000013334.1	K00637
RPACG00000013334.1	K01992
RPACG00000013335.1	K00058
RPACG00000013337.1	K13248
RPACG00000013365.1	K00710
RPACG00000013367.1	K18703
RPACG00000013368.2	K17461
RPACG00000013394.1	K09191
RPACG00000013395.1	K09191
RPACG00000013405.1	K23041
RPACG00000013406.1	K12617
RPACG00000013415.1	K24134
RPACG00000013425.1	K24675
RPACG00000013428.2	K21595
RPACG00000013429.1	K11262
RPACG00000013432.1	K07393
RPACG00000013433.1	K07393
RPACG00000013435.1	K09396
RPACG00000013437.1	K10733
RPACG00000013447.2	K08869
RPACG00000013448.1	K23939
RPACG00000013450.1	K15440
RPACG00000013459.1	K21456
RPACG00000013460.1	K21456
RPACG00000013470.1	K15280
RPACG00000013470.1	K01992
RPACG00000013471.1	K18668
RPACG00000013472.1	K16531
RPACG00000013474.1	K20276
RPACG00000013475.1	K20276
RPACG00000013476.1	K20276
RPACG00000013479.1	K20276
RPACG00000013480.1	K20276
RPACG00000013481.1	K20276
RPACG00000013493.1	K20276
RPACG00000013506.1	K20276
RPACG00000013511.1	K05633
RPACG00000013517.1	K16340
RPACG00000013520.1	K18592
RPACG00000013525.1	K13868
RPACG00000013527.1	K09866
RPACG00000013538.1	K00643
RPACG00000013539.1	K10580
RPACG00000013546.1	K16573
RPACG00000013548.1	K15279
RPACG00000013549.1	K09659
RPACG00000013554.1	K15122
RPACG00000013557.1	K13101
RPACG00000013558.1	K24335
RPACG00000013564.1	K04630
RPACG00000013569.1	K00710
RPACG00000013570.1	K04499
RPACG00000013572.1	K14799
RPACG00000013577.1	K05544
RPACG00000013590.1	K13118
RPACG00000013591.1	K08653
RPACG00000013599.1	K07071
RPACG00000013600.1	K12391
RPACG00000013604.1	K16457
RPACG00000013605.1	K14165
RPACG00000013616.1	K01126
RPACG00000013619.1	K01992
RPACG00000013643.1	K24956
RPACG00000013646.1	K22936
RPACG00000013653.1	K24254
RPACG00000013656.1	K15631
RPACG00000013660.1	K21444
RPACG00000013660.1	K18738
RPACG00000013661.1	K17893
RPACG00000013662.1	K13539
RPACG00000013666.1	K01363
RPACG00000013668.1	K12488
RPACG00000013669.1	K03942
RPACG00000013674.1	K19625
RPACG00000013676.1	K01183
RPACG00000013682.1	K11656
RPACG00000013683.1	K15410
RPACG00000013686.1	K03030
RPACG00000013687.1	K18171
RPACG00000013689.1	K02995
RPACG00000013690.1	K06700
RPACG00000013691.1	K01640
RPACG00000013692.1	K10410
RPACG00000013693.1	K23563
RPACG00000013698.1	K05610
RPACG00000013703.1	K22721
RPACG00000013704.1	K22721
RPACG00000013705.1	K13783
RPACG00000013709.1	K13566
RPACG00000013710.1	K21919
RPACG00000013724.1	K25166
RPACG00000013727.1	K22919
RPACG00000013728.1	K01528
RPACG00000013729.1	K02152
RPACG00000013730.1	K11089
RPACG00000013731.1	K04507
RPACG00000013735.1	K24746
RPACG00000013736.2	K18166
RPACG00000013738.1	K11671
RPACG00000013739.1	K03627
RPACG00000013740.1	K23390
RPACG00000013746.1	K10350
RPACG00000013751.1	K24796
RPACG00000013752.1	K09375
RPACG00000013762.1	K09191
RPACG00000013764.1	K00718
RPACG00000013765.1	K00718
RPACG00000013770.1	K15261
RPACG00000013790.1	K01992
RPACG00000013803.1	K00710
RPACG00000013804.1	K09602
RPACG00000013806.1	K11265
RPACG00000013808.1	K14715
RPACG00000013812.1	K11089
RPACG00000013813.1	K00683
RPACG00000013814.1	K04378
RPACG00000013815.1	K15865
RPACG00000013820.1	K01726
RPACG00000013820.1	K15913
RPACG00000013820.1	K19429
RPACG00000013820.1	K19679
RPACG00000013820.1	K13006
RPACG00000013822.1	K01183
RPACG00000013824.1	K00213
RPACG00000013825.1	K00213
RPACG00000013825.1	K01992
RPACG00000013827.1	K01992
RPACG00000013846.1	K14829
RPACG00000013847.1	K23168
RPACG00000013858.1	K17888
RPACG00000013874.1	K01183
RPACG00000013874.1	K22494
RPACG00000013875.1	K24456
RPACG00000013876.1	K24456
RPACG00000013879.1	K01050
RPACG00000013894.1	K02599
RPACG00000013894.1	K20994
RPACG00000013894.1	K20995
RPACG00000013894.1	K21635
RPACG00000013894.1	K06838
RPACG00000013894.1	K06839
RPACG00000013895.1	K10104
RPACG00000013906.1	K21863
RPACG00000013906.1	K01992
RPACG00000013909.2	K08343
RPACG00000013910.1	K08343
RPACG00000013945.1	K03377
RPACG00000013948.1	K20162
RPACG00000013955.1	K00737
RPACG00000013958.2	K23544
RPACG00000013958.2	K01992
RPACG00000013961.1	K10611
RPACG00000013962.1	K00597
RPACG00000013964.1	K20174
RPACG00000013964.1	K06691
RPACG00000013969.2	K10251
RPACG00000013970.2	K10251
RPACG00000013975.1	K18157
RPACG00000013976.1	K03871
RPACG00000013977.1	K04458
RPACG00000013983.1	K23909
RPACG00000013984.1	K23909
RPACG00000014000.1	K20526
RPACG00000014003.1	K13997
RPACG00000014011.1	K01992
RPACG00000014022.1	K24456
RPACG00000014027.1	K24456
RPACG00000014034.1	K24456
RPACG00000014041.1	K09564
RPACG00000014041.1	K03767
RPACG00000014041.1	K03768
RPACG00000014044.2	K24885
RPACG00000014048.1	K11540
RPACG00000014048.1	K00609
RPACG00000014055.1	K15439
RPACG00000014064.1	K16370
RPACG00000014068.1	K04367
RPACG00000014075.1	K13348
RPACG00000014089.1	K01992
RPACG00000014091.1	K14618
RPACG00000014096.1	K17616
RPACG00000014098.1	K23609
RPACG00000014103.1	K06515
RPACG00000014103.1	K01992
RPACG00000014104.1	K06072
RPACG00000014105.1	K08829
RPACG00000014109.1	K07903
RPACG00000014113.1	K13279
RPACG00000014113.1	K03386
RPACG00000014114.1	K24723
RPACG00000014119.1	K18405
RPACG00000014120.1	K13336
RPACG00000014126.1	K22531
RPACG00000014128.1	K07509
RPACG00000014129.1	K07515
RPACG00000014131.1	K25102
RPACG00000014133.1	K14830
RPACG00000014135.1	K13216
RPACG00000014137.1	K17382
RPACG00000014138.1	K12400
RPACG00000014147.1	K09317
RPACG00000014150.1	K23503
RPACG00000014152.1	K24876
RPACG00000014162.1	K25608
RPACG00000014163.2	K18266
RPACG00000014168.1	K23504
RPACG00000014169.1	K07374
RPACG00000014170.1	K25805
RPACG00000014173.1	K05860
RPACG00000014187.1	K15014
RPACG00000014187.1	K01992
RPACG00000014196.1	K00503
RPACG00000014212.1	K14317
RPACG00000014286.1	K09391
RPACG00000014287.1	K13221
RPACG00000014288.1	K15979
RPACG00000014289.1	K19385
RPACG00000014294.1	K07966
RPACG00000014294.1	K07553
RPACG00000014294.1	K09905
RPACG00000014297.1	K24808
RPACG00000014299.1	K22913
RPACG00000014300.1	K14567
RPACG00000014305.1	K14324
RPACG00000014307.1	K14861
RPACG00000014308.1	K12197
RPACG00000014315.1	K20168
RPACG00000014316.1	K07890
RPACG00000014318.1	K17452
RPACG00000014319.1	K06435
RPACG00000014321.1	K13103
RPACG00000014322.1	K14014
RPACG00000014323.1	K01950
RPACG00000014324.1	K15103
RPACG00000014329.1	K13171
RPACG00000014334.1	K00731
RPACG00000014344.1	K04599
RPACG00000014344.1	K01992
RPACG00000014356.1	K20296
RPACG00000014357.1	K23333
RPACG00000014360.1	K04974
RPACG00000014372.1	K01992
RPACG00000014379.1	K08436
RPACG00000014388.1	K00731
RPACG00000014390.1	K06678
RPACG00000014394.1	K01202
RPACG00000014395.1	K02183
RPACG00000014395.1	K13448
RPACG00000014397.1	K07374
RPACG00000014398.1	K19589
RPACG00000014401.1	K00844
RPACG00000014404.1	K11501
RPACG00000014410.1	K20120
RPACG00000014411.1	K10712
RPACG00000014422.1	K15695
RPACG00000014423.1	K02183
RPACG00000014423.1	K13448
RPACG00000014425.1	K25614
RPACG00000014426.1	K24737
RPACG00000014432.1	K07520
RPACG00000014437.1	K11173
RPACG00000014440.1	K05030
RPACG00000014450.1	K24942
RPACG00000014456.1	K24942
RPACG00000014461.1	K15025
RPACG00000014462.1	K21870
RPACG00000014463.1	K21870
RPACG00000014464.1	K21870
RPACG00000014465.1	K21870
RPACG00000014466.1	K21870
RPACG00000014467.1	K21870
RPACG00000014468.1	K21870
RPACG00000014473.1	K18729
RPACG00000014474.1	K23355
RPACG00000014494.1	K16755
RPACG00000014495.1	K23166
RPACG00000014496.1	K11089
RPACG00000014503.1	K19328
RPACG00000014505.1	K20826
RPACG00000014507.1	K24518
RPACG00000014509.1	K19465
RPACG00000014513.1	K03062
RPACG00000014516.1	K14840
RPACG00000014526.1	K17566
RPACG00000014535.1	K17893
RPACG00000014536.1	K12198
RPACG00000014537.1	K21031
RPACG00000014538.1	K03283
RPACG00000014539.1	K03283
RPACG00000014543.1	K21449
RPACG00000014552.1	K15728
RPACG00000014553.1	K16186
RPACG00000014553.1	K17776
RPACG00000014554.1	K02370
RPACG00000014567.2	K10415
RPACG00000014574.1	K21548
RPACG00000014577.1	K22513
RPACG00000014582.1	K08175
RPACG00000014583.1	K22869
RPACG00000014586.1	K22869
RPACG00000014591.1	K01265
RPACG00000014596.1	K18469
RPACG00000014610.1	K03209
RPACG00000014611.1	K01064
RPACG00000014612.1	K04564
RPACG00000014614.1	K01992
RPACG00000014619.1	K03939
RPACG00000014621.1	K01992
RPACG00000014626.1	K23868
RPACG00000014627.1	K23868
RPACG00000014636.1	K07868
RPACG00000014637.1	K20520
RPACG00000014638.1	K20193
RPACG00000014640.1	K08957
RPACG00000014641.1	K16545
RPACG00000014646.1	K05658
RPACG00000014646.1	K02031
RPACG00000014646.1	K01992
RPACG00000014652.1	K00731
RPACG00000014666.1	K13150
RPACG00000014667.1	K11505
RPACG00000014668.1	K22290
RPACG00000014669.1	K22074
RPACG00000014670.1	K14304
RPACG00000014671.1	K01992
RPACG00000014672.1	K01992
RPACG00000014673.1	K01992
RPACG00000014680.1	K06237
RPACG00000014681.1	K11275
RPACG00000014682.1	K17095
RPACG00000014687.1	K07376
RPACG00000014702.1	K13748
RPACG00000014705.1	K19914
RPACG00000014706.1	K04666
RPACG00000014707.1	K03259
RPACG00000014708.1	K02957
RPACG00000014709.1	K16833
RPACG00000014710.1	K00771
RPACG00000014712.1	K00665
RPACG00000014722.1	K14686
RPACG00000014723.1	K14686
RPACG00000014725.1	K01992
RPACG00000014727.1	K25388
RPACG00000014728.1	K16219
RPACG00000014732.1	K08585
RPACG00000014763.1	K10274
RPACG00000014776.1	K00759
RPACG00000014784.1	K24725
RPACG00000014809.1	K01872
RPACG00000014814.1	K09228
RPACG00000014814.1	K09191
RPACG00000014815.1	K15734
RPACG00000014819.1	K14328
RPACG00000014821.1	K14328
RPACG00000014822.1	K02938
RPACG00000014823.1	K11594
RPACG00000014831.1	K09228
RPACG00000014831.1	K09191
RPACG00000014832.1	K09523
RPACG00000014833.1	K16470
RPACG00000014838.1	K20222
RPACG00000014840.1	K15131
RPACG00000014841.1	K23857
RPACG00000014842.1	K09479
RPACG00000014851.1	K09309
RPACG00000014853.1	K23949
RPACG00000014855.1	K14794
RPACG00000014859.1	K01992
RPACG00000014862.1	K26127
RPACG00000014868.1	K16302
RPACG00000014869.1	K24760
RPACG00000014872.1	K16575
RPACG00000014873.1	K06229
RPACG00000014874.1	K15113
RPACG00000014875.1	K02183
RPACG00000014875.1	K13448
RPACG00000014880.1	K20007
RPACG00000014894.1	K24979
RPACG00000014904.1	K16753
RPACG00000014908.1	K09191
RPACG00000014909.1	K22559
RPACG00000014910.1	K03036
RPACG00000014911.1	K10356
RPACG00000014928.1	K03954
RPACG00000014932.1	K06698
RPACG00000014933.1	K09228
RPACG00000014933.1	K09191
RPACG00000014935.1	K08852
RPACG00000014936.1	K08852
RPACG00000014939.1	K08852
RPACG00000014941.1	K09191
RPACG00000014942.1	K09191
RPACG00000014943.1	K09191
RPACG00000014971.1	K01992
RPACG00000014975.1	K10949
RPACG00000014980.1	K04600
RPACG00000014980.1	K22659
RPACG00000014980.1	K16500
RPACG00000014982.1	K01265
RPACG00000014983.1	K00121
RPACG00000014988.1	K25291
RPACG00000014989.1	K25866
RPACG00000014990.1	K11323
RPACG00000014992.1	K11323
RPACG00000014997.1	K12177
RPACG00000015035.1	K24813
RPACG00000015036.1	K24813
RPACG00000015041.1	K08497
RPACG00000015068.1	K09103
RPACG00000015086.1	K16498
RPACG00000015103.1	K09330
RPACG00000015106.1	K12879
RPACG00000015107.1	K10770
RPACG00000015108.1	K06639
RPACG00000015109.1	K06639
RPACG00000015110.1	K06639
RPACG00000015111.1	K06639
RPACG00000015112.1	K02564
RPACG00000015113.1	K02564
RPACG00000015114.1	K01992
RPACG00000015118.1	K20032
RPACG00000015119.1	K11997
RPACG00000015121.1	K15455
RPACG00000015124.1	K23958
RPACG00000015126.1	K13963
RPACG00000015130.1	K13963
RPACG00000015131.1	K13963
RPACG00000015132.1	K13963
RPACG00000015142.1	K25636
RPACG00000015150.1	K02725
RPACG00000015159.1	K16060
RPACG00000015161.1	K16060
RPACG00000015161.1	K16061
RPACG00000015163.1	K16060
RPACG00000015163.1	K16061
RPACG00000015174.2	K06842
RPACG00000015180.1	K24104
RPACG00000015181.1	K22566
RPACG00000015184.1	K10425
RPACG00000015189.1	K03454
RPACG00000015202.1	K15162
RPACG00000015203.1	K03358
RPACG00000015213.1	K09191
RPACG00000015215.1	K16777
RPACG00000015217.1	K09395
RPACG00000015243.1	K11447
RPACG00000015245.1	K01992
RPACG00000015265.1	K17413
RPACG00000015312.1	K12868
RPACG00000015361.1	K07915
RPACG00000015362.1	K17582
RPACG00000015365.1	K12301
RPACG00000015365.1	K08193
RPACG00000015380.1	K15075
RPACG00000015404.1	K24509
RPACG00000015410.1	K20028
RPACG00000015437.1	K09191
RPACG00000015441.1	K23934
RPACG00000015450.1	K16538
RPACG00000015474.1	K20359
RPACG00000015476.1	K22449
RPACG00000015484.1	K25427
RPACG00000015512.1	K15447
RPACG00000015518.1	K05291
RPACG00000015524.1	K22611
RPACG00000015525.1	K00026
RPACG00000015527.1	K24015
RPACG00000015530.1	K01441
RPACG00000015534.1	K07190
RPACG00000015536.1	K13220
RPACG00000015537.1	K24387
RPACG00000015538.1	K12160
RPACG00000015539.1	K16761
RPACG00000015540.1	K17592
RPACG00000015541.1	K24060
RPACG00000015542.1	K17592
RPACG00000015548.1	K08863
RPACG00000015552.1	K12862
RPACG00000015553.1	K05764
RPACG00000015554.1	K09667
RPACG00000015573.1	K02132
RPACG00000015573.1	K02111
RPACG00000015586.2	K23435
RPACG00000015588.1	K00504
RPACG00000015589.1	K19758
RPACG00000015590.1	K19758
RPACG00000015592.1	K10571
RPACG00000015594.1	K09680
RPACG00000015598.1	K05401
RPACG00000015625.1	K24928
RPACG00000015629.1	K24456
RPACG00000015631.1	K01992
RPACG00000015632.1	K05292
RPACG00000015633.1	K11478
RPACG00000015634.1	K18163
RPACG00000015641.1	K19613
RPACG00000015643.1	K02912
RPACG00000015651.1	K21772
RPACG00000015652.1	K11091
RPACG00000015652.1	K11094
RPACG00000015653.1	K18466
RPACG00000015654.1	K23334
RPACG00000015656.1	K18272
RPACG00000015668.1	K20181
RPACG00000015675.1	K10892
RPACG00000015681.1	K06981
RPACG00000015738.1	K19953
RPACG00000015740.1	K04508
RPACG00000015741.1	K24611
RPACG00000015759.1	K09191
RPACG00000015760.1	K07911
RPACG00000015761.1	K14801
RPACG00000015762.1	K08801
RPACG00000015763.1	K10754
RPACG00000015765.1	K18462
RPACG00000015770.1	K01968
RPACG00000015771.2	K08955
RPACG00000015773.1	K00697
RPACG00000015773.1	K01087
RPACG00000015775.1	K25070
RPACG00000015776.1	K14808
RPACG00000015783.1	K18669
RPACG00000015785.1	K22076
RPACG00000015794.1	K21408
RPACG00000015794.1	K04335
RPACG00000015799.1	K02183
RPACG00000015799.1	K13448
RPACG00000015803.1	K10398
RPACG00000015813.1	K16591
RPACG00000015817.1	K02183
RPACG00000015817.1	K13448
RPACG00000015818.1	K02183
RPACG00000015822.1	K25614
RPACG00000015846.1	K24537
RPACG00000015861.1	K01754
RPACG00000015863.1	K18185
RPACG00000015897.1	K20644
RPACG00000015898.1	K01551
RPACG00000015899.1	K12233
RPACG00000015921.1	K06639
RPACG00000015934.1	K01992
RPACG00000015937.1	K20216
RPACG00000015948.1	K15110
RPACG00000015949.1	K15110
RPACG00000015975.2	K02950
RPACG00000015976.1	K09062
RPACG00000015996.1	K01672
RPACG00000016001.1	K01672
RPACG00000016003.1	K00254
RPACG00000016005.1	K08009
RPACG00000016007.1	K02098
RPACG00000016011.1	K19765
RPACG00000016015.1	K25949
RPACG00000016040.1	K16478
RPACG00000016042.1	K03861
RPACG00000016052.1	K19196
RPACG00000016058.1	K24354
RPACG00000016059.2	K09524
RPACG00000016063.1	K11153
RPACG00000016064.1	K09524
RPACG00000016067.1	K00658
RPACG00000016068.1	K20211
RPACG00000016072.1	K17094
RPACG00000016075.1	K16610
RPACG00000016076.1	K01992
RPACG00000016077.1	K01992
RPACG00000016080.1	K09336
RPACG00000016100.1	K22651
RPACG00000016102.1	K16719
RPACG00000016109.1	K22815
RPACG00000016122.1	K16766
RPACG00000016130.1	K19970
RPACG00000016130.1	K11751
RPACG00000016132.1	K19970
RPACG00000016132.1	K11751
RPACG00000016133.1	K19970
RPACG00000016137.1	K06639
RPACG00000016154.1	K12860
RPACG00000016156.1	K14305
RPACG00000016158.1	K23740
RPACG00000016161.1	K24828
RPACG00000016165.1	K22384
RPACG00000016167.1	K19970
RPACG00000016167.1	K11751
RPACG00000016169.1	K19970
RPACG00000016169.1	K11751
RPACG00000016191.1	K19192
RPACG00000016195.1	K07305
RPACG00000016196.1	K23424
RPACG00000016197.1	K06528
RPACG00000016198.1	K20241
RPACG00000016201.1	K09228
RPACG00000016201.1	K09191
RPACG00000016213.1	K10312
RPACG00000016217.1	K10590
RPACG00000016226.1	K08852
RPACG00000016230.1	K08852
RPACG00000016243.1	K14769
RPACG00000016246.1	K02996
RPACG00000016249.1	K20044
RPACG00000016251.1	K09085
RPACG00000016253.1	K14168
RPACG00000016263.1	K20045
RPACG00000016265.1	K20045
RPACG00000016266.1	K17607
RPACG00000016276.1	K10600
RPACG00000016281.1	K01992
RPACG00000016284.1	K11997
RPACG00000016292.1	K07375
RPACG00000016293.1	K02916
RPACG00000016294.1	K15262
RPACG00000016295.1	K07375
RPACG00000016302.1	K21441
RPACG00000016303.1	K01689
RPACG00000016327.1	K23677
RPACG00000016330.1	K08052
RPACG00000016334.1	K22379
RPACG00000016337.1	K23893
RPACG00000016347.1	K20194
RPACG00000016350.1	K05218
RPACG00000016353.2	K10359
RPACG00000016354.1	K15106
RPACG00000016355.1	K08339
RPACG00000016357.1	K12505
RPACG00000016361.1	K01578
RPACG00000016362.1	K26096
RPACG00000016364.1	K10408
RPACG00000016365.1	K17885
RPACG00000016367.1	K20411
RPACG00000016380.1	K09067
RPACG00000016381.1	K00844
RPACG00000016389.1	K16892
RPACG00000016389.1	K01992
RPACG00000016390.1	K23909
RPACG00000016391.1	K23909
RPACG00000016392.1	K10330
RPACG00000016400.1	K09525
RPACG00000016403.1	K09647
RPACG00000016409.1	K14313
RPACG00000016410.1	K23338
RPACG00000016411.1	K20649
RPACG00000016414.1	K14649
RPACG00000016433.1	K01066
RPACG00000016438.1	K06237
RPACG00000016438.1	K19720
RPACG00000016439.1	K10306
RPACG00000016441.1	K06237
RPACG00000016441.1	K19720
RPACG00000016442.1	K23573
RPACG00000016444.1	K21771
RPACG00000016448.1	K26106
RPACG00000016449.1	K26106
RPACG00000016450.1	K26106
RPACG00000016454.1	K19363
RPACG00000016455.1	K22366
RPACG00000016456.1	K24350
RPACG00000016469.1	K01992
RPACG00000016478.1	K02728
RPACG00000016483.1	K22371
RPACG00000016484.1	K14411
RPACG00000016486.1	K20822
RPACG00000016489.1	K03426
RPACG00000016491.1	K09191
RPACG00000016492.1	K10261
RPACG00000016498.1	K25826
RPACG00000016540.1	K06258
RPACG00000016544.1	K14843
RPACG00000016546.1	K02934
RPACG00000016547.1	K11669
RPACG00000016549.1	K24727
RPACG00000016552.1	K03252
RPACG00000016553.1	K14857
RPACG00000016554.1	K06630
RPACG00000016558.1	K14809
RPACG00000016562.1	K13128
RPACG00000016567.1	K15414
RPACG00000016568.1	K11089
RPACG00000016576.1	K24734
RPACG00000016578.1	K15637
RPACG00000016581.1	K09855
RPACG00000016583.1	K17580
RPACG00000016584.1	K03953
RPACG00000016585.1	K12859
RPACG00000016586.1	K02835
RPACG00000016594.1	K24818
RPACG00000016605.1	K14611
RPACG00000016609.1	K18123
RPACG00000016613.1	K14258
RPACG00000016614.1	K08145
RPACG00000016614.1	K14258
RPACG00000016616.1	K12880
RPACG00000016617.1	K26107
RPACG00000016623.1	K11687
RPACG00000016624.1	K11687
RPACG00000016626.1	K11687
RPACG00000016629.1	K11687
RPACG00000016631.1	K11687
