#Host
FUN000001-T1	K11253
FUN022999-T1	K19674
FUN023015-T1	K05030
FUN023020-T1	K09075
FUN023031-T1	K04967
FUN023034-T1	K07588
FUN023048-T1	K00710
FUN023051-T1	K18703
FUN023053-T1	K17461
FUN023078-T1	K24437
FUN023079-T1	K24890
FUN023081-T1	K24254
FUN023082-T1	K04437
FUN023083-T1	K19372
FUN023084-T1	K19370
FUN023085-T1	K01126
FUN023090-T1	K11434
FUN023123-T1	K10898
FUN023125-T1	K02918
FUN023126-T1	K05754
FUN023129-T1	K20160
FUN023136-T1	K18162
FUN023137-T1	K00888
FUN023140-T1	K19636
FUN023143-T1	K22069
FUN023149-T1	K16860
FUN023161-T1	K22556
FUN023163-T1	K11419
FUN023165-T1	K10887
FUN023168-T1	K17307
FUN023170-T1	K17732
FUN023171-T1	K13985
FUN023172-T1	K13985
FUN023194-T1	K16599
FUN023198-T1	K21956
FUN023198-T1	K21846
FUN023201-T1	K10687
FUN023202-T1	K17545
FUN023215-T1	K09100
FUN023221-T1	K08731
FUN023223-T1	K18398
FUN023225-T1	K18533
FUN023228-T1	K18533
FUN023229-T1	K04728
FUN023318-T1	K14843
FUN023319-T1	K14843
FUN023321-T1	K02934
FUN023322-T1	K11669
FUN023331-T1	K00798
FUN023349-T1	K04646
FUN023357-T1	K09069
FUN023359-T1	K07555
FUN023362-T1	K19475
FUN023364-T1	K11536
FUN023367-T1	K21766
FUN023369-T1	K10389
FUN023370-T1	K23880
FUN023371-T1	K02921
FUN023372-T1	K11978
FUN023395-T1	K11840
FUN023401-T1	K03843
FUN023402-T1	K24752
FUN023403-T1	K07048
FUN023404-T1	K07048
FUN023415-T1	K11471
FUN023429-T1	K01528
FUN023432-T1	K22919
FUN023435-T1	K25166
FUN023457-T1	K13566
FUN023465-T1	K05544
FUN023469-T1	K01992
FUN023471-T1	K24962
FUN023472-T1	K24456
FUN023504-T1	K09191
FUN023510-T1	K20315
FUN023513-T1	K20803
FUN023514-T1	K11374
FUN023541-T1	K08654
FUN023542-T1	K00030
FUN023550-T1	K09048
FUN023554-T1	K21870
FUN023555-T1	K21870
FUN023557-T1	K24876
FUN023564-T1	K02606
FUN023565-T1	K16578
FUN023572-T1	K00228
FUN023574-T1	K08518
FUN023575-T1	K26086
FUN023602-T1	K19758
FUN023604-T1	K10571
FUN023605-T1	K17834
FUN023606-T1	K17834
FUN023607-T1	K17834
FUN023617-T1	K01204
FUN023617-T1	K07407
FUN023618-T1	K16580
FUN023628-T1	K01992
FUN023641-T1	K16498
FUN023818-T1	K12616
FUN023819-T1	K22806
FUN023820-T1	K10049
FUN023827-T1	K00413
FUN023828-T1	K12589
FUN023829-T1	K20029
FUN023842-T1	K01887
FUN023843-T1	K00682
FUN023851-T1	K06642
FUN023857-T1	K01992
FUN023861-T1	K01992
FUN023863-T1	K02883
FUN023864-T1	K04718
FUN023882-T1	K01992
FUN023910-T1	K22377
FUN023920-T1	K11725
FUN023921-T1	K11253
FUN023922-T1	K11252
FUN023926-T1	K14564
FUN023932-T1	K22868
FUN023934-T1	K17618
FUN023935-T1	K04533
FUN023936-T1	K04533
FUN023945-T1	K11323
FUN023955-T1	K02327
FUN023957-T1	K01135
FUN023964-T1	K03094
FUN023980-T1	K17310
FUN023983-T1	K17310
FUN023988-T1	K03283
FUN023989-T1	K00432
FUN024000-T1	K16578
FUN024001-T1	K16578
FUN024018-T1	K16572
FUN024022-T1	K21806
FUN024023-T1	K10874
FUN024025-T1	K23113
FUN024028-T1	K23113
FUN024029-T1	K23113
FUN024030-T1	K23113
FUN024047-T1	K17285
FUN024049-T1	K17285
FUN024050-T1	K11142
FUN024050-T1	K01255
FUN024055-T1	K14016
FUN024056-T1	K06628
FUN024075-T1	K10401
FUN024081-T1	K13814
FUN024082-T1	K20032
FUN024083-T1	K24413
FUN024083-T1	K09377
FUN024084-T1	K03377
FUN024085-T1	K12189
FUN024102-T1	K18342
FUN024103-T1	K04567
FUN024104-T1	K15111
FUN024107-T1	K15111
FUN024108-T1	K17928
FUN024110-T1	K12352
FUN024113-T1	K11089
FUN024114-T1	K05688
FUN024115-T1	K11089
FUN024116-T1	K15284
FUN024117-T1	K10597
FUN024202-T1	K14617
FUN024202-T1	K01992
FUN024210-T1	K23581
FUN024230-T1	K15213
FUN024235-T1	K05030
FUN024237-T1	K05030
FUN024240-T1	K05030
FUN024242-T1	K16801
FUN024243-T1	K08517
FUN024246-T1	K02857
FUN024263-T1	K07152
FUN024264-T1	K13148
FUN024267-T1	K18808
FUN024279-T1	K10298
FUN024280-T1	K20372
FUN024288-T1	K11155
FUN024289-T1	K14396
FUN024290-T1	K03965
FUN024292-T1	K19952
FUN024299-T1	K20656
FUN024300-T1	K03979
FUN024320-T1	K00658
FUN024321-T1	K09524
FUN024322-T1	K11153
FUN024326-T1	K24354
FUN024331-T1	K19196
FUN024335-T1	K15025
FUN024336-T1	K21870
FUN024338-T1	K21870
FUN024339-T1	K21870
FUN024340-T1	K21870
FUN024357-T1	K12828
FUN024358-T1	K18588
FUN024359-T1	K18588
FUN024365-T1	K08819
FUN024367-T1	K01107
FUN024370-T1	K00079
FUN024379-T1	K00139
FUN024379-T1	K00135
FUN024380-T1	K00139
FUN024380-T1	K00135
FUN024381-T1	K15203
FUN024384-T1	K10279
FUN024399-T1	K09250
FUN024400-T1	K18327
FUN024401-T1	K20367
FUN024402-T1	K12817
FUN024404-T1	K14836
FUN024430-T1	K12837
FUN024456-T1	K07179
FUN024457-T1	K03676
FUN024461-T1	K15620
FUN024462-T1	K19502
FUN024462-T1	K19327
FUN024466-T1	K03544
FUN024468-T1	K16220
FUN024469-T1	K16571
FUN024472-T1	K10905
FUN024473-T1	K11351
FUN024489-T1	K01992
FUN024490-T1	K01992
FUN024491-T1	K01992
FUN024492-T1	K01992
FUN024497-T1	K11143
FUN024498-T1	K19025
FUN024499-T1	K12404
FUN024499-T1	K18417
FUN024501-T1	K21988
FUN024509-T1	K22017
FUN024589-T1	K02437
FUN024592-T1	K10637
FUN024595-T1	K19942
FUN024596-T1	K17879
FUN024597-T1	K17595
FUN024616-T1	K08568
FUN024617-T1	K08568
FUN024619-T1	K08568
FUN024620-T1	K09219
FUN024622-T1	K14397
FUN024623-T1	K09191
FUN024624-T1	K01992
FUN024723-T1	K00106
FUN024744-T1	K21596
FUN024745-T1	K08601
FUN024746-T1	K17623
FUN024748-T1	K25931
FUN024751-T1	K02152
FUN024752-T1	K11089
FUN024753-T1	K04507
FUN024757-T1	K24746
FUN024758-T1	K24746
FUN024760-T1	K18166
FUN024781-T1	K14863
FUN024782-T1	K01992
FUN024797-T1	K10412
FUN024809-T1	K10994
FUN024810-T1	K18467
FUN024825-T1	K24627
FUN024830-T1	K03255
FUN024832-T1	K18723
FUN024851-T1	K09494
FUN024883-T1	K17218
FUN024893-T1	K14301
FUN024900-T1	K24230
FUN024901-T1	K18263
FUN024912-T1	K24038
FUN024915-T1	K25827
FUN024917-T1	K08799
FUN024917-T1	K13105
FUN024998-T1	K01251
FUN025000-T1	K11831
FUN025004-T1	K16815
FUN025017-T1	K01992
FUN025020-T1	K01992
FUN025040-T1	K10408
FUN025042-T1	K26096
FUN025043-T1	K01578
FUN025047-T1	K12505
FUN025051-T1	K08339
FUN025052-T1	K15106
FUN025063-T1	K17594
FUN025064-T1	K17594
FUN025065-T1	K17254
FUN025066-T1	K06867
FUN025067-T1	K02971
FUN025114-T1	K09113
FUN025115-T1	K09113
FUN025140-T1	K14683
FUN025142-T1	K01992
FUN025143-T1	K01992
FUN025146-T1	K19009
FUN025149-T1	K17422
FUN025181-T1	K11508
FUN025210-T1	K09191
FUN025211-T1	K06698
FUN025217-T1	K03954
FUN025243-T1	K01077
FUN025271-T1	K07090
FUN025282-T1	K03962
FUN025286-T1	K22017
FUN025294-T1	K17310
FUN025296-T1	K17310
FUN025297-T1	K17310
FUN025298-T1	K17310
FUN025373-T1	K09228
FUN025373-T1	K09191
FUN025374-T1	K09191
FUN025380-T1	K01597
FUN025381-T1	K01597
FUN025382-T1	K11438
FUN025384-T1	K13135
FUN025385-T1	K01596
FUN025393-T1	K15279
FUN025411-T1	K22790
FUN025411-T1	K01992
FUN025413-T1	K04210
FUN025426-T1	K09318
FUN025428-T1	K01408
FUN025429-T1	K02147
FUN025430-T1	K12620
FUN025435-T1	K14573
FUN025437-T1	K00016
FUN025438-T1	K00016
FUN025444-T1	K04373
FUN025447-T1	K09500
FUN025449-T1	K18668
FUN025450-T1	K16912
FUN025452-T1	K01369
FUN025463-T1	K14285
FUN025464-T1	K18764
FUN025471-T1	K12795
FUN025482-T1	K01992
FUN025492-T1	K20825
FUN025495-T1	K01992
FUN025504-T1	K01940
FUN025507-T1	K03593
FUN025509-T1	K06171
FUN025511-T1	K06171
FUN025512-T1	K20303
FUN025537-T1	K21768
FUN025538-T1	K22370
FUN025562-T1	K10998
FUN025563-T1	K23878
FUN025564-T1	K25815
FUN025565-T1	K02896
FUN025566-T1	K23697
FUN025567-T1	K25361
FUN025568-T1	K10582
FUN025571-T1	K13129
FUN025572-T1	K13096
FUN025573-T1	K02895
FUN025574-T1	K00856
FUN025585-T1	K01934
FUN025587-T1	K09191
FUN025595-T1	K00894
FUN025598-T1	K18168
FUN025599-T1	K00894
FUN025608-T1	K08175
FUN025613-T1	K08175
FUN025615-T1	K25070
FUN025617-T1	K00697
FUN025617-T1	K01087
FUN025632-T1	K15107
FUN025633-T1	K02150
FUN025635-T1	K15485
FUN025638-T1	K02892
FUN025639-T1	K14302
FUN025641-T1	K11313
FUN025643-T1	K17572
FUN025644-T1	K01262
FUN025645-T1	K16474
FUN025646-T1	K05702
FUN025648-T1	K20072
FUN025665-T1	K05752
FUN025670-T1	K14379
FUN025671-T1	K14379
FUN025753-T1	K15261
FUN025763-T1	K15261
FUN025764-T1	K15261
FUN025765-T1	K15261
FUN025772-T1	K10302
FUN025776-T1	K01992
FUN025777-T1	K23281
FUN025809-T1	K00700
FUN025821-T1	K03846
FUN025829-T1	K21988
FUN025831-T1	K21988
FUN025834-T1	K21988
FUN025835-T1	K20003
FUN025842-T1	K01992
FUN025857-T1	K20364
FUN025858-T1	K15212
FUN025859-T1	K15028
FUN025860-T1	K24930
FUN025888-T1	K05955
FUN025896-T1	K24938
FUN025898-T1	K23796
FUN025899-T1	K24635
FUN025900-T1	K22380
FUN025901-T1	K25177
FUN025903-T1	K21246
FUN025916-T1	K12820
FUN025920-T1	K25857
FUN025921-T1	K05312
FUN025926-T1	K06111
FUN025927-T1	K06111
FUN025932-T1	K14709
FUN025937-T1	K14709
FUN025939-T1	K14709
FUN025951-T1	K23540
FUN025952-T1	K23282
FUN025960-T1	K13667
FUN025966-T1	K07375
FUN025967-T1	K07375
FUN025973-T1	K23092
FUN025978-T1	K16768
FUN025980-T1	K16768
FUN025991-T1	K04148
FUN026006-T1	K04209
FUN026012-T1	K03029
FUN026013-T1	K06037
FUN026013-T1	K01733
FUN026014-T1	K06910
FUN026017-T1	K11862
FUN026018-T1	K00736
FUN026092-T1	K06699
FUN026093-T1	K00710
FUN026101-T1	K09104
FUN026112-T1	K10404
FUN026123-T1	K14035
FUN026128-T1	K24780
FUN026133-T1	K10425
FUN026144-T1	K13105
FUN026145-T1	K04497
FUN026155-T1	K01052
FUN026156-T1	K04428
FUN026157-T1	K12493
FUN026166-T1	K01956
FUN026170-T1	K00609
FUN026172-T1	K24885
FUN026173-T1	K09564
FUN026173-T1	K03767
FUN026173-T1	K03768
FUN026178-T1	K01897
FUN026179-T1	K03537
FUN026180-T1	K11290
FUN026181-T1	K17341
FUN026195-T1	K14819
FUN026222-T1	K00030
FUN026254-T1	K25826
FUN026255-T1	K18643
FUN026256-T1	K12197
FUN026258-T1	K07375
FUN026260-T1	K07375
FUN026261-T1	K07375
FUN026262-T1	K11878
FUN026303-T1	K14387
FUN026314-T1	K11791
FUN026315-T1	K17921
FUN026320-T1	K22808
FUN026324-T1	K00861
FUN026325-T1	K02939
FUN026328-T1	K23503
FUN026352-T1	K01581
FUN026353-T1	K10223
FUN026359-T1	K25757
FUN026361-T1	K12654
FUN026365-T1	K00587
FUN026367-T1	K25703
FUN026368-T1	K20719
FUN026370-T1	K25817
FUN026371-T1	K22399
FUN026373-T1	K11723
FUN026374-T1	K20069
FUN026375-T1	K18122
FUN026377-T1	K07565
FUN026380-T1	K19501
FUN026381-T1	K03372
FUN026382-T1	K03038
FUN026383-T1	K13236
FUN026458-T1	K04437
FUN026461-T1	K00457
FUN026465-T1	K11422
FUN026467-T1	K24104
FUN026504-T1	K07951
FUN026505-T1	K14650
FUN026505-T1	K14649
FUN026510-T1	K20224
FUN026511-T1	K12666
FUN026519-T1	K24512
FUN026521-T1	K11701
FUN026522-T1	K11718
FUN026525-T1	K17505
FUN026527-T1	K11294
FUN026530-T1	K11064
FUN026533-T1	K00915
FUN026534-T1	K13044
FUN026534-T1	K03102
FUN026535-T1	K22378
FUN026536-T1	K16750
FUN026537-T1	K11251
FUN026548-T1	K00698
FUN026549-T1	K00720
FUN026552-T1	K04352
FUN026558-T1	K16605
FUN026561-T1	K15363
FUN026562-T1	K00902
FUN026562-T1	K01992
FUN026570-T1	K14807
FUN026571-T1	K04095
FUN026578-T1	K10397
FUN026579-T1	K06974
FUN026582-T1	K12778
FUN026583-T1	K25457
FUN026584-T1	K11093
FUN026587-T1	K09001
FUN026601-T1	K01992
FUN026613-T1	K23413
FUN026615-T1	K12859
FUN026616-T1	K17654
FUN026617-T1	K15432
FUN026629-T1	K00698
FUN026659-T1	K16762
FUN026660-T1	K16762
FUN026661-T1	K01866
FUN026666-T1	K15732
FUN026667-T1	K11504
FUN026672-T1	K00721
FUN026673-T1	K10898
FUN026678-T1	K17619
FUN026679-T1	K17619
FUN026681-T1	K14050
FUN026685-T1	K11341
FUN026686-T1	K11086
FUN026697-T1	K24835
FUN026700-T1	K03249
FUN026708-T1	K01992
FUN026711-T1	K20247
FUN026716-T1	K05956
FUN026729-T1	K03104
FUN026738-T1	K21775
FUN026739-T1	K00140
FUN026741-T1	K11274
FUN026744-T1	K14546
FUN026824-T1	K17540
FUN026839-T1	K11251
FUN026840-T1	K08270
FUN026847-T1	K09527
FUN026848-T1	K20217
FUN026852-T1	K03165
FUN026854-T1	K01077
FUN026855-T1	K01077
FUN026858-T1	K01179
FUN026859-T1	K01179
FUN026869-T1	K00738
FUN026881-T1	K08516
FUN026882-T1	K01834
FUN026883-T1	K15101
FUN026884-T1	K11886
FUN026885-T1	K15121
FUN026889-T1	K02896
FUN026890-T1	K16717
FUN026901-T1	K16809
FUN026903-T1	K09528
FUN026905-T1	K13179
FUN026906-T1	K14945
FUN026908-T1	K01365
FUN026912-T1	K08220
FUN026912-T1	K01992
FUN026955-T1	K00901
FUN026962-T1	K01992
FUN026983-T1	K00248
FUN026983-T1	K00249
FUN026992-T1	K01593
FUN026997-T1	K01593
FUN027011-T1	K01992
FUN027015-T1	K24537
FUN027023-T1	K01754
FUN027026-T1	K18185
FUN027050-T1	K16769
FUN027055-T1	K09267
FUN027056-T1	K16830
FUN027058-T1	K07203
FUN027062-T1	K00810
FUN027081-T1	K17413
FUN027094-T1	K04427
FUN027095-T1	K13211
FUN027163-T1	K24996
FUN027164-T1	K02211
FUN027168-T1	K11307
FUN027169-T1	K09491
FUN027170-T1	K15693
FUN027174-T1	K14590
FUN027175-T1	K03926
FUN027177-T1	K05601
FUN027187-T1	K10997
FUN027190-T1	K10997
FUN027195-T1	K10104
FUN027206-T1	K19774
FUN027227-T1	K01992
FUN027228-T1	K03323
FUN027244-T1	K02519
FUN027245-T1	K19055
FUN027249-T1	K01128
FUN027268-T1	K13539
FUN027269-T1	K00314
FUN027272-T1	K02503
FUN027277-T1	K03871
FUN027283-T1	K08956
FUN027284-T1	K24970
FUN027285-T1	K02834
FUN027286-T1	K11512
FUN027293-T1	K09257
FUN027294-T1	K03238
FUN027300-T1	K14404
FUN027302-T1	K19329
FUN027323-T1	K06238
FUN027327-T1	K17593
FUN027342-T1	K09654
FUN027343-T1	K10896
FUN027375-T1	K12624
FUN027388-T1	K14552
FUN027391-T1	K00613
FUN027394-T1	K12188
FUN027409-T1	K15167
FUN027411-T1	K14685
FUN027570-T1	K01990
FUN027570-T1	K01992
FUN027571-T1	K11757
FUN027572-T1	K14538
FUN027605-T1	K15014
FUN027605-T1	K01992
FUN027611-T1	K14388
FUN027611-T1	K01992
FUN027616-T1	K14388
FUN027616-T1	K03307
FUN027634-T1	K25081
FUN027635-T1	K25081
FUN027640-T1	K00850
FUN027641-T1	K02885
FUN027642-T1	K11593
FUN027647-T1	K21031
FUN027648-T1	K12198
FUN027649-T1	K17893
FUN027668-T1	K15378
FUN027689-T1	K03108
FUN027695-T1	K14001
FUN027715-T1	K00669
FUN027745-T1	K03331
FUN027747-T1	K03331
FUN027751-T1	K11713
FUN027751-T1	K05956
FUN027755-T1	K25856
FUN027759-T1	K14549
FUN027760-T1	K04523
FUN027761-T1	K02332
FUN027763-T1	K01441
FUN027775-T1	K10755
FUN027776-T1	K20173
FUN027778-T1	K10644
FUN027780-T1	K11089
FUN027781-T1	K11089
FUN027782-T1	K15414
FUN027784-T1	K13128
FUN027795-T1	K06630
FUN027796-T1	K14857
FUN027797-T1	K14857
FUN027798-T1	K03252
FUN027799-T1	K03252
FUN027807-T1	K10413
FUN027815-T1	K23287
FUN027820-T1	K09492
FUN027825-T1	K06519
FUN027832-T1	K00699
FUN027833-T1	K00699
FUN027834-T1	K00699
FUN027835-T1	K00699
FUN027837-T1	K03948
FUN027838-T1	K03948
FUN027849-T1	K22291
FUN027851-T1	K24348
FUN027925-T1	K05849
FUN027926-T1	K06927
FUN027927-T1	K23368
FUN027928-T1	K15296
FUN027943-T1	K01992
FUN027945-T1	K01992
FUN027974-T1	K04371
FUN027976-T1	K10403
FUN027977-T1	K22758
FUN027990-T1	K09525
FUN027993-T1	K09647
FUN028000-T1	K14313
FUN028001-T1	K23338
FUN028002-T1	K20649
FUN028005-T1	K14649
FUN028018-T1	K13248
FUN028019-T1	K00058
FUN028020-T1	K00637
FUN028020-T1	K01992
FUN028021-T1	K10089
FUN028022-T1	K05658
FUN028022-T1	K01992
FUN028024-T1	K01992
FUN028025-T1	K21988
FUN028029-T1	K10740
FUN028030-T1	K20407
FUN028033-T1	K25078
FUN028056-T1	K22647
FUN028059-T1	K17506
FUN028078-T1	K20182
FUN028084-T1	K00025
FUN028086-T1	K12386
FUN028090-T1	K17436
FUN028091-T1	K12386
FUN028092-T1	K08059
FUN028093-T1	K14618
FUN028094-T1	K14618
FUN028097-T1	K14618
FUN028102-T1	K10799
FUN028102-T1	K06867
FUN028108-T1	K15447
FUN028109-T1	K15447
FUN028120-T1	K19679
FUN028132-T1	K19872
FUN028133-T1	K15283
FUN028145-T1	K10766
FUN028146-T1	K05656
FUN028146-T1	K01992
FUN028147-T1	K13989
FUN028148-T1	K19201
FUN028149-T1	K09598
FUN028149-T1	K01992
FUN028221-T1	K17778
FUN028224-T1	K05853
FUN028258-T1	K01619
FUN028264-T1	K25219
FUN028265-T1	K17431
FUN028267-T1	K16574
FUN028281-T1	K15157
FUN028315-T1	K13348
FUN028317-T1	K24456
FUN028320-T1	K24456
FUN028321-T1	K24456
FUN028338-T1	K02138
FUN028339-T1	K20286
FUN028341-T1	K10695
FUN028342-T1	K22401
FUN028342-T1	K09191
FUN028343-T1	K10577
FUN028344-T1	K20474
FUN028355-T1	K11411
FUN028355-T1	K11121
FUN028356-T1	K09532
FUN028357-T1	K04097
FUN028357-T1	K00799
FUN028380-T1	K07478
FUN028381-T1	K11087
FUN028383-T1	K03097
FUN028384-T1	K25470
FUN028388-T1	K17401
FUN028390-T1	K13717
FUN028392-T1	K10392
FUN028394-T1	K15190
FUN028424-T1	K10842
FUN028426-T1	K15429
FUN028428-T1	K22072
FUN028429-T1	K18050
FUN028430-T1	K18826
FUN028434-T1	K06268
FUN028435-T1	K03233
FUN028435-T1	K00799
FUN028437-T1	K00688
FUN028441-T1	K15216
FUN028442-T1	K02154
FUN028444-T1	K02154
FUN028462-T1	K14798
FUN028463-T1	K12486
FUN028465-T1	K14820
FUN028470-T1	K11271
FUN028471-T1	K20402
FUN028472-T1	K00993
FUN028487-T1	K07232
FUN028492-T1	K23114
FUN028494-T1	K00597
FUN028494-T1	K23114
FUN028497-T1	K01992
FUN028501-T1	K10611
FUN028504-T1	K24744
FUN028510-T1	K05402
FUN028511-T1	K15436
FUN028521-T1	K12816
FUN028523-T1	K00029
FUN028524-T1	K00029
FUN028525-T1	K20526
FUN028609-T1	K16479
FUN028612-T1	K22037
FUN028614-T1	K22017
FUN028635-T1	K01992
FUN028644-T1	K05283
FUN028645-T1	K01527
FUN028646-T1	K11291
FUN028652-T1	K18617
FUN028660-T1	K10894
FUN028661-T1	K09292
FUN028662-T1	K25591
FUN028664-T1	K10993
FUN028675-T1	K02889
FUN028676-T1	K11842
FUN028677-T1	K12948
FUN028691-T1	K00639
FUN028692-T1	K10886
FUN028693-T1	K17199
FUN028705-T1	K10837
FUN028706-T1	K03265
FUN028707-T1	K19608
FUN028708-T1	K19605
FUN028710-T1	K01931
FUN028715-T1	K17800
FUN028715-T1	K11498
FUN028727-T1	K17675
FUN028729-T1	K07520
FUN028738-T1	K10339
FUN028740-T1	K17544
FUN028742-T1	K17544
FUN028744-T1	K17544
FUN028745-T1	K15437
FUN028746-T1	K10260
FUN028750-T1	K10889
FUN028754-T1	K11275
FUN028755-T1	K11275
FUN028756-T1	K11275
FUN028757-T1	K11275
FUN028758-T1	K11275
FUN028763-T1	K12348
FUN028765-T1	K10893
FUN028766-T1	K25417
FUN028768-T1	K20314
FUN028769-T1	K15026
FUN028770-T1	K16749
FUN028773-T1	K16755
FUN028774-T1	K23166
FUN028775-T1	K11089
FUN028777-T1	K19328
FUN028780-T1	K20826
FUN028784-T1	K17655
FUN028785-T1	K15276
FUN028785-T1	K01992
FUN028786-T1	K02730
FUN028787-T1	K09553
FUN028789-T1	K04734
FUN028829-T1	K17583
FUN028832-T1	K18189
FUN028893-T1	K19754
FUN028893-T1	K13171
FUN028894-T1	K02868
FUN028900-T1	K11204
FUN028915-T1	K01992
FUN028917-T1	K01992
FUN028919-T1	K01992
FUN028920-T1	K01992
FUN028924-T1	K01992
FUN028926-T1	K14793
FUN028929-T1	K21873
FUN028931-T1	K25397
FUN028936-T1	K05954
FUN028937-T1	K04453
FUN028938-T1	K00717
FUN028942-T1	K00717
FUN028943-T1	K16196
FUN028944-T1	K14527
FUN028952-T1	K00573
FUN028958-T1	K16589
FUN028959-T1	K24418
FUN028965-T1	K03245
FUN028967-T1	K02920
FUN028969-T1	K01893
FUN028970-T1	K13140
FUN028983-T1	K14995
FUN028984-T1	K24722
FUN028986-T1	K10753
FUN028990-T1	K10278
FUN028999-T1	K07090
FUN029005-T1	K01992
FUN029007-T1	K01537
FUN029019-T1	K02267
FUN029020-T1	K22858
FUN029021-T1	K22858
FUN029025-T1	K14834
FUN029026-T1	K24332
FUN029029-T1	K14831
FUN029035-T1	K00718
FUN029036-T1	K25554
FUN029037-T1	K03687
FUN029038-T1	K24419
FUN029046-T1	K21852
FUN029050-T1	K03123
FUN029055-T1	K02358
FUN029056-T1	K12618
FUN029061-T1	K25549
FUN029063-T1	K25209
FUN029068-T1	K11339
FUN029069-T1	K10750
FUN029070-T1	K11247
FUN029071-T1	K03574
FUN029072-T1	K03023
FUN029073-T1	K03635
FUN029074-T1	K21232
FUN029119-T1	K11536
FUN029120-T1	K15177
FUN029123-T1	K05701
FUN029200-T1	K23214
FUN029205-T1	K13754
FUN029211-T1	K01745
FUN029222-T1	K10406
FUN029229-T1	K14415
FUN029244-T1	K03648
FUN029245-T1	K10992
FUN029247-T1	K14454
FUN029251-T1	K15719
FUN029252-T1	K08064
FUN029253-T1	K11099
FUN029255-T1	K17338
FUN029262-T1	K22078
FUN029281-T1	K11536
FUN029281-T1	K01992
FUN029282-T1	K06066
FUN029286-T1	K01076
FUN029294-T1	K16498
FUN029296-T1	K16498
FUN029299-T1	K16498
FUN029300-T1	K10807
FUN029300-T1	K00525
FUN029302-T1	K10902
FUN029314-T1	K10859
FUN029315-T1	K11124
FUN029321-T1	K14445
FUN029322-T1	K14445
FUN029324-T1	K14445
FUN029327-T1	K14445
FUN029327-T1	K01992
FUN029330-T1	K14445
FUN029331-T1	K14445
FUN029333-T1	K14445
FUN029334-T1	K14445
FUN029339-T1	K14445
FUN029340-T1	K14445
FUN029351-T1	K02078
FUN029352-T1	K08762
FUN029354-T1	K18212
FUN029358-T1	K08104
FUN029359-T1	K14399
FUN029366-T1	K01897
FUN029374-T1	K20031
FUN029376-T1	K09614
FUN029378-T1	K07928
FUN029382-T1	K00948
FUN029383-T1	K10773
FUN029389-T1	K04571
FUN029393-T1	K01112
FUN029394-T1	K15285
FUN029399-T1	K02871
FUN029404-T1	K01581
FUN029405-T1	K14292
FUN029408-T1	K01581
FUN029409-T1	K04599
FUN029410-T1	K13348
FUN029415-T1	K01262
FUN029416-T1	K18416
FUN029419-T1	K24682
FUN029419-T1	K01992
FUN029428-T1	K11315
FUN029494-T1	K01490
FUN029500-T1	K15292
FUN029502-T1	K17420
FUN029503-T1	K25551
FUN029512-T1	K09364
FUN029525-T1	K14570
FUN029533-T1	K25877
FUN029534-T1	K19219
FUN029541-T1	K01992
FUN029552-T1	K07377
FUN029555-T1	K01992
FUN029556-T1	K12656
FUN029558-T1	K09191
FUN029559-T1	K23884
FUN029561-T1	K20463
FUN029561-T1	K06691
FUN029563-T1	K15691
FUN029564-T1	K08171
FUN029566-T1	K15901
FUN029567-T1	K15901
FUN029571-T1	K13960
FUN029572-T1	K23858
FUN029573-T1	K19770
FUN029574-T1	K02947
FUN029575-T1	K10085
FUN029601-T1	K00698
FUN029602-T1	K00698
FUN029609-T1	K14358
FUN029614-T1	K00149
FUN029619-T1	K08804
FUN029623-T1	K13163
FUN029635-T1	K12839
FUN029645-T1	K08823
FUN029648-T1	K17434
FUN029663-T1	K18808
FUN029666-T1	K08145
FUN029666-T1	K14258
FUN029668-T1	K12880
FUN029669-T1	K26107
FUN029678-T1	K10417
FUN029679-T1	K23845
FUN029680-T1	K06057
FUN029694-T1	K22371
FUN029695-T1	K04569
FUN029695-T1	K04565
FUN029701-T1	K09142
FUN029703-T1	K09142
FUN029707-T1	K18695
FUN029712-T1	K00503
FUN029716-T1	K00485
FUN029793-T1	K01992
FUN029793-T1	K21449
FUN029797-T1	K25861
FUN029798-T1	K04716
FUN029799-T1	K22557
FUN029800-T1	K13144
FUN029801-T1	K11660
FUN029802-T1	K09496
FUN029803-T1	K11790
FUN029805-T1	K14289
FUN029820-T1	K03940
FUN029820-T1	K00331
FUN029823-T1	K24081
FUN029826-T1	K10847
FUN029827-T1	K25750
FUN029840-T1	K01992
FUN029880-T1	K01948
FUN029880-T1	K01956
FUN029886-T1	K04361
FUN029888-T1	K02976
FUN029893-T1	K11323
FUN029894-T1	K18730
FUN029895-T1	K18730
FUN029897-T1	K11836
FUN029900-T1	K11836
FUN029901-T1	K11836
FUN029915-T1	K08202
FUN029923-T1	K08814
FUN029925-T1	K22756
FUN029934-T1	K14020
FUN029934-T1	K01992
FUN029936-T1	K00920
FUN029936-T1	K00889
FUN029937-T1	K02735
FUN029946-T1	K11667
FUN029949-T1	K13990
FUN029951-T1	K23218
FUN029960-T1	K10903
FUN029965-T1	K13194
FUN029966-T1	K15380
FUN029968-T1	K02365
FUN029972-T1	K23456
FUN029984-T1	K01992
FUN029985-T1	K22017
FUN029992-T1	K24335
FUN029993-T1	K13101
FUN029995-T1	K15122
FUN029995-T1	K01992
FUN030000-T1	K09659
FUN030001-T1	K15279
FUN030004-T1	K16573
FUN030025-T1	K20301
